"","FTR.Close","UBSI.Close","INO.Close","GRPN.Close","FFIN.Close","GOOG.Close","ONCY.Close","ARWR.Close","COST.Close","AAL.Close","CSSEP.Close","MSFT.Close","DLTR.Close","KGJI.Close","AMZN.Close","ROST.Close","TMUS.Close","PBYI.Close","NFLX.Close","HOFT.Close","SDC.Close","RRGB.Close","JBLU.Close"
"120",226.649994,31.17,11.2,NA,6.288333,262.72525,18.334999,56,57.200001,29.24,NA,29.49,13.993333,1.1,68.660004,7.7425,70,NA,2.802857,21.299999,NA,38.790001,11.16
"121",227.699997,31.35,11.2,NA,6.278333,264.139954,18.620001,52.900002,57.330002,28.26,NA,29.52,14.33,1.1,67.480003,7.6925,69.519997,NA,2.788571,21.370001,NA,39.419998,11.03
"122",227.699997,31.969999,11.28,NA,6.491667,262.162354,18.809999,52.200001,58.380001,29.67,NA,29.870001,14.806666,1.1,68.139999,7.7425,69.699997,NA,2.968571,22.25,NA,39.900002,11.09
"123",231.300003,32.09,11.36,NA,6.491667,261.52475,19.665001,50.900002,58.220001,31,NA,29.83,14.776667,1.1,68.889999,7.72,67.300003,NA,2.835714,22.26,NA,40.509998,11.45
"124",229.050003,31.799999,11.2,NA,6.468333,260.374054,19.76,50.299999,58.52,30.27,NA,29.469999,14.516666,1.1,68.410004,7.7,66.080002,NA,2.77,22.440001,NA,40.369999,11.75
"125",230.550003,32.240002,11.32,NA,6.515,264.199707,18.905001,49.5,60.25,30.700001,NA,29.74,14.606667,1.1,69.610001,7.69,66.059998,NA,2.782857,22.51,NA,40.189999,11.77
"126",233.550003,32.259998,11.2,NA,6.526667,266.172333,19.094999,50,60.080002,32.860001,NA,30.02,14.51,1.1,69.449997,7.705,68.68,NA,2.824286,23.33,NA,40.130001,11.88
"127",231.149994,32.299999,11.44,NA,6.48,269.803711,19.379999,49.200001,60.119999,33.82,NA,29.99,14.576667,1.1,68.730003,7.735,68.379997,NA,2.831429,23.08,NA,40.060001,11.92
"128",229.800003,32.240002,11.52,NA,6.493333,268.692871,18.905001,51.200001,61.439999,34.619999,NA,29.969999,14.736667,1.1,68.970001,7.7825,70.339996,NA,2.912857,23.139999,NA,41.209999,11.92
"129",233.699997,31.92,11.76,NA,6.501667,270.266968,19,50.299999,61.360001,35.860001,NA,29.870001,14.526667,1.1,72.07,7.7325,70.360001,NA,2.918571,23.139999,NA,40.799999,11.9
"130",228,31.57,11.52,NA,6.27,270.655518,18.620001,47.700001,60.509998,33.830002,NA,29.33,13.963333,1.1,70.279999,7.5575,71.220001,NA,2.874286,22.139999,NA,42.110001,11.51
"131",230.100006,31.58,11.44,NA,6.295,271.218414,18.334999,49.400002,60.720001,34.73,NA,29.49,14.323334,1.1,70.730003,7.5225,72.339996,NA,2.858572,22.059999,NA,43.330002,11.45
"132",231.600006,32.150002,11.4,NA,6.491667,271.64679,17.955,51.5,61.740002,34.93,NA,30.07,14.52,1.1,72.790001,7.9575,74.32,NA,2.872857,21.799999,NA,43.5,11.56
"133",233.25,32.259998,10.44,NA,6.421667,275.049042,17.575001,48.400002,62.98,34.099998,NA,29.82,14.53,1.1,75.099998,7.965,74.419998,NA,2.877143,22.360001,NA,44.380001,11.45
"134",231.600006,31.83,10.84,NA,6.341667,275.462494,17.290001,47.400002,61.849998,34.959999,NA,30.030001,14.463333,1.1,73.690002,7.865,76.720001,NA,2.865714,21.65,NA,44.130001,11.37
"135",230.699997,31.77,10.8,NA,6.348333,276.463745,17.385,49,62.130001,35.299999,NA,30.780001,14.123333,1.1,73.790001,7.73,80.660004,NA,2.887143,20.98,NA,43.299999,11.34
"136",228.600006,31.190001,10.8,NA,6.311666,273.72403,16.815001,47.099998,62.419998,34.91,NA,30.92,14.096666,1.1,73.32,7.69,78.639999,NA,2.874286,20.940001,NA,43.02,11.53
"137",230.399994,31.200001,10.8,NA,6.201667,273.270721,16.719999,47.400002,62.18,36,NA,31.51,14.09,1.1,73.349998,7.775,79.099998,NA,2.848572,20.709999,NA,43.5,11.61
"138",227.399994,30.57,10.8,NA,6.2,259.088867,16.91,45.799999,61.25,34.709999,NA,31.16,13.76,1.1,71.629997,7.7475,78.739998,NA,2.804286,20.35,NA,43.650002,11.33
"139",227.699997,30.51,10.8,NA,6.12,255.29808,17.860001,45,60.900002,34.5,NA,31.190001,13.783334,1.1,71.739998,7.765,78.019997,NA,2.467143,20.68,NA,43.259998,11.3
"140",226.050003,29.299999,10.64,NA,6.076667,256.040283,16.91,42.900002,60.150002,35.279999,NA,30.799999,13.49,1.1,69.25,7.585,75.5,NA,2.295714,20.32,NA,41.900002,11.01
"141",226.800003,29.559999,10.44,NA,6.241667,253.928207,16.055,41,60.299999,34.84,NA,30.709999,13.433333,1.1,86.18,7.4625,71.279999,NA,2.385714,20.860001,NA,41.650002,10.91
"142",219.149994,28.76,10.08,NA,6.235,253.051498,15.39,39.700001,59.049999,34.57,NA,29.98,12.716666,1.1,84.010002,7.3075,70.900002,NA,2.548571,19.969999,NA,40.02,10.27
"143",215.399994,28.309999,9.6,NA,6.085,254.989243,16.15,39.700001,58.57,33.48,NA,29.389999,12.953333,1.1,84.040001,7.3125,70.400002,NA,2.442857,20.200001,NA,38.380001,10.05
"144",218.100006,28.49,9.6,NA,6.095,257.09137,16.625,41.799999,59.48,32.68,NA,29.4,13.09,1.1,82.699997,7.4425,74.580002,NA,2.484286,20.58,NA,39.200001,10
"145",216.449997,27.85,9.2,NA,6.04,254.04776,17.004999,45.099998,59.799999,31.01,NA,28.99,12.753333,1.1,78.540001,7.2325,73.239998,NA,2.461429,20.25,NA,38.57,9.85
"146",206.399994,27.809999,9.2,NA,6.136667,255.512283,15.96,46.599998,60.119999,30.440001,NA,29.299999,12.906667,1.1,77.309998,7.265,73.699997,NA,2.451429,20.110001,NA,38.07,9.65
"147",209.699997,27.959999,9.16,NA,6.196667,254.550888,16.34,54.200001,60.84,30.700001,NA,29.52,13.393333,1.1,79.709999,7.3175,78.040001,NA,2.444286,19.440001,NA,39.150002,9.94
"148",199.199997,26.1,9.12,NA,5.893333,250.560837,16.719999,53.599998,60.490002,31.139999,NA,28.959999,12.833333,1.1,76.800003,6.895,62.32,NA,2.367143,18.049999,NA,38.16,9.44
"149",192,26.83,8.92,NA,6.25,254.04776,16.91,51.900002,62.93,30,NA,29.540001,13.3,1.1,79,6.975,61.18,NA,2.422857,18.1,NA,38.41,9.46
"150",195.449997,27.1,8.84,NA,6.45,257.046539,16.719999,51.5,64.389999,31.27,NA,29.549999,13.65,1.1,79.139999,7.2875,64,NA,2.478571,18.25,NA,39.939999,9.13
"151",207,28.059999,9,NA,6.708333,261.908295,15.96,51,64.949997,31.389999,NA,30,14.15,1.1,77.779999,7.505,63.52,NA,2.567143,17.6,NA,41.509998,9.79
"152",205.050003,27.01,8.72,NA,6.721667,256.403931,15.2,51.900002,63.240002,29.15,NA,29.299999,13.093333,1.1,74.110001,7.1025,55.98,NA,2.538571,16.85,NA,40.669998,9.94
