"","TGT.Close","HD.Close","JPM.Close","XOM.Close","CVX.Close","MGM.Close","TEVA.Close","HST.Close","WFC.Close","WWE.Close","WM.Close","S.Close","F.Close","JWN.Close","NUS.Close","KSS.Close","LUV.Close","HMC.Close","PCG.Close","NKE.Close","WMT.Close","TJX.Close","TM.Close","T.Close","JNJ.Close","C.Close","EPD.Close","VZ.Close","HRB.Close","AAP.Close","SIG.Close","M.Close"
"13",61.5,40.049999,49.66,72.900002,71.220001,67.860001,34.689999,24.503181,35.75,16.32,37.349998,17.299999,8.41,54.220001,17.75,68.580002,15.51,39.099998,45.799999,12.2125,47.959999,7.4875,131.210007,35.27,67.18,546.799988,14.805,34.774609,24.610001,37.060001,47.880001,39.900002
"14",61.43,40.43,49.830002,74.489998,72.559998,70.150002,34.959999,24.581497,36.009998,16.09,37.599998,17.450001,8.3,53.939999,18.02,69.080002,15.37,39.68,46.169998,12.095,47.810001,7.46,132.080002,35.360001,66.5,544.900024,14.9,34.998661,24.5,37.43,48.259998,39.599998
"15",61.48,40.689999,50.360001,74.900002,72.839996,72.099998,34.73,24.97308,36.560001,16.200001,37.790001,17.84,8.2,54.959999,18.08,69.580002,15.29,40.639999,46.68,12.105,48.610001,7.51,135.550003,36.630001,67.010002,548.299988,14.7,35.540119,24.58,37.689999,47.299999,40.720001
"16",60.68,40.09,50.209999,73.519997,71.519997,69.949997,34.400002,25.217817,36.080002,16.200001,37.119999,17.52,8.22,53.540001,17.77,68.540001,15.13,38.959999,45.849998,11.98,48.150002,7.4475,131.699997,36.790001,66.68,539.299988,14.55,35.007996,24.540001,37.259998,47.900002,39.82
"17",60.189999,39.939999,49.700001,73.610001,71.5,70.269997,34.610001,25.119921,36.029999,15.93,37.459999,17.49,8.42,53.650002,17.93,68.949997,15.08,39.07,46.029999,11.9,47.669998,7.375,131.539993,36.400002,66.07,546.700012,14.615,35.316067,24.48,37.490002,47.540001,40.27
"18",60.07,39.91,49.470001,73.199997,71.529999,69.07,34.759998,25.090553,35.950001,15.98,37.709999,17.469999,8.37,54.439999,18.040001,69.620003,15.14,39.02,46.27,12.04,47.630001,7.3475,131.699997,36.509998,66.150002,540.599976,14.475,35.502777,24.700001,37.299999,47.119999,40.349998
"19",60.439999,40.169998,50.18,74.389999,73.07,67.5,34.759998,25.256975,35.900002,16.08,37.939999,17.65,8.2,54.529999,18.290001,69.260002,15.14,39.700001,46.310001,12.21875,47.279999,7.3675,132.710007,37.09,66.389999,542.700012,14.685,36.016228,24.57,37.060001,47.880001,40.349998
"20",61.360001,40.740002,50.93,74.099998,72.879997,69.970001,35.099998,25.912872,35.919998,16.08,37.98,17.83,8.13,55.709999,18.450001,70.910004,15.1,39.330002,46.68,12.35125,47.689999,7.3925,131.779999,37.630001,66.800003,551.299988,14.785,35.960213,24.6,37.950001,47.84,41.490002
"21",61.799999,41.080002,51.209999,75.080002,74.470001,72.480003,35.43,26.333822,35.869999,16.01,37.689999,17.879999,8.29,56.939999,18.549999,72.82,15.35,39.200001,46.98,12.585,47.779999,7.1225,133.279999,37.75,67.010002,547.299988,14.79,35.47477,24.76,37.509998,48.599998,41.869999
"22",62.029999,40.830002,50.93,75.540001,74.040001,71.540001,35.32,26.696035,35.860001,16.190001,37.849998,17.719999,8.23,56.68,18.6,73.150002,15.26,38.240002,47.040001,12.525,48.080002,7.1725,131.270004,38.119999,66.580002,546.599976,14.92,35.633472,24.66,37.490002,48.619999,41.880001
"23",62.119999,41.029999,50.959999,75.669998,73.779999,72.589996,35.049999,26.666666,35.689999,16.02,38.290001,17.77,8.33,56.5,18.34,72.010002,15.03,37.669998,47.689999,12.4275,48.52,7.0275,130.460007,37.790001,66.300003,547.5,15.04,35.558788,24.540001,37.52,48.860001,41.310001
"24",62.709999,41.27,51,75.459999,73.370003,72.080002,34.880001,27.165932,35.900002,16.219999,38.060001,17.75,8.54,56.700001,18.879999,73.18,15.21,38.509998,47.619999,12.64625,48.580002,7.0875,133.699997,37.509998,66,549.5,15.11,35.549454,24.84,37.970001,49.360001,41.619999
"25",62.799999,41.360001,51.209999,74.790001,72.639999,73.360001,34.82,28.105726,35.880001,16.200001,38.41,18.049999,8.56,56.84,17.5,73.419998,15.13,38.580002,47.68,12.8625,48.580002,7.045,132.940002,37.16,65.800003,549.5,15.105,35.558788,24.84,38.330002,49.259998,41.32
"26",62.259998,41.09,50.93,75.459999,73.75,74.400002,34.91,27.459618,35.560001,16.18,35.43,17.92,8.55,56.98,17.290001,72.5,15.16,38.869999,48.169998,12.92375,48.310001,7.15,132.100006,37.380001,65.760002,544.400024,15.085,35.428093,24.52,38.73,49.139999,42.860001
"27",61.669998,41,50.419998,75.220001,73.32,71.300003,35,27.400881,35.360001,16.139999,35.25,18,8.73,56.880001,17.43,72.470001,15.15,39.580002,47.700001,12.95,47.970001,7.0225,132.059998,36.900002,65.599998,534,15.085,35.194706,23.809999,38.52,48.779999,43.040001
"28",61.799999,41.439999,50.439999,74.599998,72.32,69.400002,35.360001,27.165932,35.599998,16.4,34.93,17.9,8.65,56.740002,17.209999,71.830002,15.77,39.32,47.84,13.04625,47.740002,7.0125,131.789993,36.959999,65.459999,534.299988,14.955,35.073345,23.799999,37.48,48.66,43.360001
