stockSymbol,stockName,dailyClose,volatility,avgVolume
AUDC,AudioCodes Ltd.,18.43,51.893,"431,573"
AUG,Auryn Resources Inc.,0.86,74.352,"220,211"
AUMN,Golden Minerals C...,0.19,78.007,"464,701"
AUPH,Aurinia Pharmaceu...,11.53,72.958,"1,744,531"
AUTL,Autolus Therapeut...,4.91,97.557,"204,812"
AUTO,"AutoWeb, Inc.",1.16,58.521,"27,294"
AUY,Yamana Gold Inc.,2.81,63.321,"25,459,622"
AVAL,Grupo Aval Accion...,3.75,96.478,"227,297"
AVAV,"AeroVironment, Inc.",57.39,31.064,"257,455"
AVB,AvalonBay Communi...,146.57,45.508,"877,935"
AVCO,Avalon GloboCare ...,1.08,68.33,"159,707"
AVD,American Vanguard...,12.77,42.82,"109,522"
AVDL,Avadel Pharmaceut...,5.45,100.411,"844,975"
AVDR,"Avedro, Inc",22.99,10.075,"85,956"
AVEO,AVEO Pharmaceutic...,2.67,87.249,"194,253"
AVGO,Broadcom Limited,194.45,60.861,"3,375,334"
AVGOP,Broadcom Inc. - 8...,740.35,57.554,"21,499"
AVGR,"Avinger, Inc.",0.35,86.761,"379,679"
AVH,Avianca Holdings ...,0.83,165.656,"247,034"
AVID,"Avid Technology, ...",6.05,51.941,"290,381"
AVLR,"Avalara, Inc.",57.89,47.168,"896,475"
AVNS,"Avanos Medical, Inc.",24.24,41.938,"425,727"
AVNW,"Aviat Networks, Inc.",7.65,68.119,"19,805"
AVP,"Avon Products, Inc.",5.6,25.432,"10,204,719"
AVRO,"AVROBIO, Inc.",13.76,86.108,"360,808"
AVT,"Avnet, Inc.",21.96,57.175,"1,005,741"
AVTR,"Avantor, Inc.",10.31,78.749,"3,183,636"
AVXL,Anavex Life Scien...,2.49,89.006,"1,352,039"
AVY,Avery Dennison Co...,103.05,30.874,"636,203"
AVYA,Avaya Holdings Corp.,8.35,85.461,"3,221,753"
AWI,Armstrong World I...,74.1,54.536,"424,036"
AWK,American Water Wo...,115.12,22.827,"1,350,677"
AWR,American States W...,92.4,32.939,"271,758"
AWRE,"Aware, Inc.",2.43,32.881,"18,064"
AWSM,Cool Holdings Inc.,0.12,190.412,"1,395,776"
AWX,Avalon Holdings C...,1.41,42.06,"17,705"
AX,"Axos Financial, Inc.",16.44,75.212,"470,453"
AXAS,Abraxas Petroleum...,0.1,108.293,"2,164,673"
AXDX,Accelerate Diagno...,6.47,90.77,"273,940"
AXGN,"AxoGen, Inc.",9.57,53.518,"387,060"
AXGT,Axovant Sciences ...,1.55,122.725,"278,643"
AXL,American Axle & M...,2.97,98.169,"2,024,285"
AXLA,Axcella Health Inc.,2.39,83.938,"44,307"
AXNX,Axonics Modulatio...,17.86,89.9,"778,482"
AXO,"Axos Financial, I...",19.34,46.712,"2,423"
AXP,American Express ...,77.07,62.343,"5,743,424"
AXR,AMREP Corporation,5.1,26.702,"7,451"
AXS,Axis Capital Hold...,38.7,72.783,"619,684"
AXSM,Axsome Therapeuti...,46.47,90.853,"792,920"
AXTA,Axalta Coating Sy...,16.39,80.467,"3,117,002"
AXTI,AXT Inc,2.25,81.443,"231,643"
AXU,Alexco Resource Corp,1.26,95.075,"1,568,065"
AY,Atlantica Yield plc,19.64,65.143,"585,664"
AYI,Acuity Brands Inc...,77.55,42.85,"511,607"
AYTU,"Aytu BioScience, ...",1.3,211.791,"12,950,114"
AYX,"Alteryx, Inc.",98.23,73.096,"1,980,728"
AZN,Astrazeneca PLC,40.13,30.287,"3,927,931"
AZO,"AutoZone, Inc.",827.29,35.323,"316,552"
AZPN,"Aspen Technology,...",85.83,43.294,"849,709"
AZRE,Azure Power Globa...,13.5,17.089,"40,921"
AZRX,"AzurRx BioPharma,...",0.6,70.421,"511,800"
AZUL,Azul S.A.,7.07,170.866,"869,414"
AZZ,AZZ Incorporated,22.96,79.453,"174,087"
B,"Barnes Group, Inc.",34.29,75.8,"223,373"
BA,Boeing Company (The),97.71,128.88,"12,277,310"
BABA,Alibaba Group Hol...,180.88,22.824,"17,497,619"
BAC,Bank of America C...,21.2,65.269,"73,816,501"
BAH,Booz Allen Hamilt...,64.13,21.014,"1,492,679"
BAK,Braskem SA ADR,5.01,110.763,"194,378"
BAM,Brookfield Asset ...,43.08,57.149,"1,970,310"
BANC,Banc of Californi...,9.24,81.173,"414,870"
BAND,Bandwidth Inc.,62.98,31.076,"283,509"
BANF,BancFirst Corpora...,34.16,84.599,"92,151"
BANFP,BancFirst Corpora...,26.65,6.081,"1,427"
BANR,Banner Corporation,33.91,65.329,"244,201"
BANX,StoneCastle Finan...,13.2,70.519,"30,361"
BAP,Credicorp Ltd.,135.07,45.455,"309,908"
BAR,GraniteShares Gol...,14.63,16.217,"391,613"
BAS,Basic Energy Serv...,0.44,68.203,"573,783"
BASI,Bioanalytical Sys...,3.52,58.911,"44,292"
BATL,Battalion Oil Cor...,2.44,188.131,"6,835"
BATRA,Liberty Media Cor...,16.18,77.797,"90,069"
BATRK,Liberty Media Cor...,15.76,81.497,"128,654"
BAX,Baxter Internatio...,78.17,25.124,"3,137,986"
BB,BlackBerry Ltd,3.26,78.788,"6,406,027"
BBAR,BBVA Banco France...,2.27,83.102,"1,039,550"
BBBY,Bed Bath & Beyond...,5.42,100.93,"11,314,327"
BBCP,Concrete Pumping ...,3.35,84.915,"76,469"
BBD,Banco Bradesco SA,4.1,71.905,"20,065,295"
BBDC,"Barings BDC, Inc.",5.96,65.375,"196,145"
BBDO,Banco Bradesco SA,3.61,73.828,"12,577"
BBGI,Beasley Broadcast...,2.26,59.754,"40,959"
BBI,"Brickell Biotech,...",1.34,121.663,"975,631"
BBIO,"BridgeBio Pharma,...",20.5,88.328,"723,657"
BBL,BHP Billiton plc ...,25.46,73.103,"2,382,106"
BBQ,"BBQ Holdings, Inc.",2.64,77.417,"18,591"
BBSI,Barrett Business ...,36.35,100.94,"51,381"
BBU,Brookfield Busine...,20.74,89.131,"41,053"
BBVA,Banco Bilbao Vizc...,3,77.682,"7,183,510"
BBW,Build-A-Bear Work...,1.93,110.875,"247,893"
BBX,BBX Capital Corpo...,1.29,115.34,"200,611"
BBY,"Best Buy Co., Inc.",54.75,61.304,"2,774,007"
BC,Brunswick Corpora...,31.28,90.262,"772,002"
BCBP,"BCB Bancorp, Inc....",10.4,43.089,"36,072"
BCC,"Boise Cascade, L....",22.97,73.509,"308,127"
BCDA,"BioCardia, Inc.",2.99,56.775,"25,495"
BCE,"BCE, Inc.",37.63,39.369,"1,231,953"
BCEI,Bonanza Creek Ene...,10.81,94.62,"325,382"
BCEL,"Atreca, Inc.",13.07,96.29,"205,742"
BCH,Banco De Chile Ba...,15.55,37.175,"148,476"
BCLI,Brainstorm Cell T...,4.76,73.225,"733,928"
BCML,BayCom Corp,15.2,69.298,"55,021"
BCO,Brinks Company (The),48,66.884,"430,963"
BCOM,B Communications ...,0.8,94.363,"5,058"
BCOR,"Blucora, Inc.",9.75,93.183,"401,962"
BCOV,Brightcove Inc.,6.14,46.204,"209,637"
BCOW,1895 Bancorp of W...,8.79,49.259,"6,336"
BCPC,Balchem Corporation,100.2,22.67,"111,424"
BCRH,Blue Capital Rein...,6.28,12.98,"31,051"
BCRX,BioCryst Pharmace...,1.96,101.792,"5,918,407"
BCS,Barclays PLC,3.93,99.705,"5,918,951"
BCSF,Bain Capital Spec...,11.36,81.494,"335,271"
BCTF,"Bancorp 34, Inc.",10.29,62.991,"2,376"
BCYC,Bicycle Therapeut...,11.68,52.358,"25,438"
BDC,Belden Inc,30.36,47.668,"340,410"
BDGE,"Bridge Bancorp, Inc.",21.33,56.558,"53,101"
BDL,Flanigan's Enterp...,10.65,76.008,"2,192"
BDN,Brandywine Realty...,8.94,66.283,"1,979,215"
BDR,Blonder Tongue La...,0.74,32.069,"17,976"
BDSI,BioDelivery Scien...,3.39,60.763,"1,128,674"
BDTX,Black Diamond The...,19.7,82.215,"297,015"
BDX,"Becton, Dickinson...",220.96,16.15,"2,161,292"
BDXA,"Becton, Dickinson...",52.95,15.364,"413,429"
BE,Bloom Energy Corp...,4.37,120.749,"3,598,805"
BEAM,Beam Therapeutics...,16.86,68.551,"430,051"
BEAT,"BioTelemetry, Inc.",31.5,64.843,"318,175"
BECN,Beacon Roofing Su...,16.44,100.582,"638,244"
BEDU,Bright Scholar Ed...,5.68,49.615,"66,639"
BELFA,Bel Fuse Inc. - C...,6.15,90,"2,989"
BELFB,Bel Fuse Inc. - C...,7.63,61.824,"46,468"
BEN,Franklin Resource...,19.43,43.892,"5,900,505"
BEP,Brookfield Renewa...,35.12,57.65,"507,845"
BERY,Berry Plastics Gr...,28.51,61.684,"1,859,326"
BEST,BEST Inc.,5.31,15.68,"1,562,093"
BF.A,Brown Forman Inc,52.33,43.013,"31,099"
BFAM,Bright Horizons F...,69.95,88.833,"454,477"
BF.B,Brown Forman Inc ...,56.51,36.314,"1,057,886"
BFC,Bank First Nation...,53.24,36.929,"10,901"
BFIN,BankFinancial Cor...,8.95,54.209,"27,212"
BFRA,Biofrontera AG,7.08,58.378,833
BFS,"Saul Centers, Inc.",26.9,71.104,"67,315"
BFST,Business First Ba...,9.64,112.638,"28,572"
BFYT,Benefytt Technolo...,19.69,57.276,"957,686"
BG,Bunge Limited,32.74,64.253,"1,322,272"
BGCP,"BGC Partners, Inc.",2.93,79.644,"2,450,781"
BGFV,Big 5 Sporting Go...,1.01,134.134,"267,511"
BGG,Briggs & Stratton...,2.62,47.886,"1,559,778"
BGI,Birks Group Inc.,0.56,92.766,"9,939"
BGNE,"BeiGene, Ltd.",148.37,19.988,"319,582"
BGS,"B&G Foods, Inc.",17.2,40.946,"2,062,951"
BGSF,BG Staffing Inc,8.23,111.354,"66,277"
BH,Biglari Holdings ...,45.88,90.173,"14,007"
BH.A,Biglari Holdings ...,300,81.514,434
BHAT,Blue Hat Interact...,0.91,59.599,"133,548"
BHB,Bar Harbor Banksh...,17.96,42.67,"28,829"
BHC,Bausch Health Com...,14.13,79.046,"4,907,985"
BHE,Benchmark Electro...,18.01,61.71,"334,735"
BHF,Brighthouse Finan...,17.25,122.395,"1,404,258"
BHFAL,Brighthouse Finan...,18.08,43.066,"32,332"
BHFAP,Brighthouse Finan...,18.59,49.426,"50,412"
BHLB,Berkshire Hills B...,14.96,76.44,"222,443"
BHP,BHP Billiton Limited,32.35,62.017,"3,616,156"
BHR,Braemar Hotels & ...,1.7,172.163,"246,017"
BHTG,"BioHiTech Global,...",1.26,52.14,"30,326"
BHVN,Biohaven Pharmace...,30.47,65.852,"1,056,556"
BIDU,"Baidu, Inc.",89.62,49.255,"4,749,584"
BIG,"Big Lots, Inc.",12.98,100.326,"1,763,457"
BIIB,Biogen Idec Inc.,288.02,22.009,"2,028,698"
BILI,Bilibili Inc.,20.84,33.217,"6,423,928"
BILL,Bill.com Holdings...,35.69,79.306,"629,698"
BIMI,NF Energy Saving ...,2.47,91.748,"1,046,458"
BIO,Bio-Rad Laborator...,346.8,20.524,"206,314"
BIO.B,Bio-Rad Laborator...,333.7,28.424,902
BIOC,"Biocept, Inc.",0.25,136.303,"14,410,912"
BIOL,"Biolase, Inc.",0.41,82.374,"158,361"
BIOX,Bioceres Crop Sol...,4.85,36.422,"7,425"
BIP,Brookfield Infras...,35.16,63.265,"459,018"
BJ,BJ's Wholesale Cl...,26.2,47.59,"2,194,944"
BJRI,"BJ's Restaurants,...",8.2,152.492,"530,920"
BK,Bank of New York ...,30,54.693,"6,901,399"
BKCC,BlackRock Kelso C...,2.2,98.15,"516,645"
BKD,Brookdale Senior ...,2.04,154.313,"2,529,225"
BKE,"Buckle, Inc. (The)",16.53,71.809,"600,496"
BKEP,Blueknight Energy...,0.65,81.994,"140,496"
BKEPP,Blueknight Energy...,4.14,49.12,"34,428"
BKH,Black Hills Corpo...,51.4,56.572,"398,244"
BKI,"Black Knight, Inc.",56.65,30.645,"1,002,653"
BKJ,Bancorp of New Je...,17.89,9.881,"21,497"
BKNG,Booking Holdings ...,1191.48,51.347,"626,503"
BKR,Baker Hughes Company,10.14,86.162,"8,022,410"
BKSC,Bank of South Car...,13,45.053,"9,311"
BKTI,"BK Technologies, ...",1.64,74.358,"9,636"
BKU,"BankUnited, Inc.",19.26,66.519,"940,317"
BKYI,BIO-key Internati...,0.54,108.589,"826,919"
BL,"BlackLine, Inc.",48.98,52.268,"639,513"
BLBD,Blue Bird Corpora...,11.39,70.007,"134,266"
BLCM,Bellicum Pharmace...,3.52,116.001,"173,625"
BLD,TopBuild Corp.,63.93,86.668,"391,643"
BLDP,Ballard Power Sys...,7.49,63.044,"4,699,010"
BLDR,Builders FirstSou...,12.01,104.364,"1,593,782"
BLFS,BioLife Solutions...,11.84,73.934,"209,820"
BLIN,Bridgeline Digita...,0.66,97.635,"179,327"
BLK,"BlackRock, Inc.",397.36,47.54,"930,599"
BLKB,"Blackbaud, Inc.",49.07,67.026,"402,474"
BLL,Ball Corporation,60.11,34.646,"2,609,798"
BLMN,"Bloomin' Brands, ...",5.9,149.901,"1,473,321"
BLNK,Blink Charging Co.,1.43,84.914,"967,689"
BLPH,Bellerophon Thera...,3.39,98.228,"661,500"
BLRX,BioLineRx Ltd.,1.16,71.854,"71,579"
BLU,BELLUS Health Inc.,8.05,63.651,"293,266"
BLUE,"bluebird bio, Inc.",46.43,79.997,"959,985"
BLW,Blackrock Limited...,10.3,51.959,"213,195"
BLX,Banco Latinoameri...,12.45,61.565,"107,926"
BMA,Banco Macro S.A. ,15.16,90.717,"387,206"
BMCH,BMC Stock Holding...,15.89,86.272,"517,834"
BMEZ,BlackRock Health ...,14,49.117,"478,158"
BMI,"Badger Meter, Inc.",50.47,41.097,"220,547"
BMLP,Bank Of Montreal ...,19.61,100.556,"15,953"
BMO,Bank Of Montreal,41.89,80.066,"824,672"
BMRA,"Biomerica, Inc.",16,335.996,"1,097,073"
BMRC,Bank of Marin Ban...,27.5,56.516,"33,540"
BMRN,BioMarin Pharmace...,74.28,36.221,"1,568,731"
BMTC,Bryn Mawr Bank Co...,25.96,61.044,"60,215"
BMY,Bristol-Myers Squ...,48.79,31.705,"15,522,475"
BNED,Barnes & Noble Ed...,1.55,103.79,"402,795"
BNFT,"Benefitfocus, Inc.",8.32,96.927,"569,802"
BNGO,"Bionano Genomics,...",0.4,139.372,"2,014,501"
BNKU,MicroSectors U.S....,10.39,222.635,"2,102"
BNKZ,MicroSectors U.S....,63.74,121.324,457
BNS,Bank Nova Scotia ...,35.04,62.322,"1,426,177"
BNSO,Bonso Electronics...,2.38,19.88,"4,255"
BNTC,Benitec Biopharma...,3.39,73.059,"89,845"
BNTX,BioNTech SE,59.3,147.931,"399,308"
BOCH,Bank of Commerce ...,6.95,57.185,"56,766"
BOH,Bank of Hawaii Co...,58.32,51.691,"238,302"
BOKF,BOK Financial Cor...,39.88,93.767,"334,128"
BOKFL,BOK Financial Cor...,17.5,40.685,"11,064"
BOMN,Boston Omaha Corp...,16.37,47.241,"63,144"
BOOM,Dynamic Materials...,24.48,90.437,"252,806"
BOOT,Boot Barn Holding...,12.36,114.505,"1,239,152"
BORR,Borr Drilling Lim...,0.38,273.511,"120,353"
BOSC,B.O.S. Better Onl...,1.43,39.666,"20,288"
BOTJ,Bank of the James...,8.95,59.572,"3,917"
BOX,"Box, Inc.",11.65,74.611,"2,168,171"
BOXL,Boxlight Corporation,0.42,145.031,"308,508"
BP,BP p.l.c.,17,90.362,"13,200,783"
BPFH,Boston Private Fi...,6.26,65.203,"499,066"
BPMC,Blueprint Medicin...,58.34,31.639,"957,660"
BPMP,BP Midstream Part...,7.45,91.563,"454,718"
BPMX,BioPharmX Corpora...,0.27,93.28,"1,669,546"
BPOP,"Popular, Inc.",24.83,87.575,"869,108"
BPOPM,"Popular, Inc. - P...",21.31,23.504,"5,812"
BPOPN,"Popular, Inc. - P...",22.61,21.001,"10,733"
BPR,GGP Inc.,16.31,14.38,"1,375,816"
BPRAP,GGP Inc. - 6.375%...,25.05,2.831,"23,349"
BPRN,The Bank of Princ...,26.01,42.067,"8,366"
BPT,BP Prudhoe Bay Ro...,4.4,80.111,"330,975"
BPTH,Bio-Path Holdings...,3.57,87.885,"103,252"
BPY,Brookfield Proper...,8.73,82.534,"2,471,050"
BPYPN,Brookfield Proper...,10.09,106.365,"141,419"
BPYPO,Brookfield Proper...,12.36,91.985,"50,236"
BPYPP,Brookfield Proper...,13.75,71.348,"37,695"
BPYU,Brookfield Proper...,8.83,84.681,"1,549,604"
BPYUP,Brookfield Proper...,9.8,0,"104,077"
BR,Broadridge Financ...,93.44,27.427,"1,087,945"
BRBR,"BellRing Brands, ...",15.27,42.715,"434,282"
BRBS,Blue Ridge Banksh...,16,35.322,"2,295"
BRC,Brady Corporation,39.41,35.643,"249,608"
BRFS,BRF S.A.,2.89,120.429,"3,436,987"
BRG,Bluerock Resident...,7.27,71.451,"225,829"
BRID,Bridgford Foods C...,17.6,33.691,"13,327"
BRK.A,Berkshire Hathawa...,261690,32.571,392
BRK.B,Berkshire Hathawa...,174.68,32.95,"6,674,036"
BRKL,Brookline Bancorp...,11.11,48.382,"292,169"
BRKR,Bruker Corporation,35.81,46.786,"785,086"
BRKS,Brooks Automation...,22.88,57.591,"446,975"
BRMK,Broadmark Realty ...,7.29,80.837,"963,672"
BRN,Barnwell Industri...,0.55,89.704,"194,902"
BRO,"Brown & Brown, Inc.",34.72,36.218,"1,900,143"
BROG,Twelve Seas Inves...,8.82,45.26,"45,158"
BROGR,Twelve Seas Inves...,0.94,75.801,"289,004"
BROGU,Twelve Seas Inves...,12.64,14.074,"9,588"
BRP,"BRP Group, Inc.",11.5,55.209,"160,566"
BRPA,Big Rock Partners...,10.45,8.683,"15,823"
BRPAR,Big Rock Partners...,0.12,112.887,"47,938"
BRPAU,Big Rock Partners...,10.77,4.576,"9,192"
BRQS,Borqs Technologie...,1.3,112.909,"4,609"
BRT,BRT Realty Trust,8.35,87.156,"68,852"
BRX,Brixmor Property ...,9.61,79.384,"3,253,815"
BRY,Berry Petroleum C...,2.18,155.952,"853,110"
BSA,BrightSphere Inve...,9.54,86.438,"23,411"
BSAC,Banco Santander -...,14.24,44.168,"475,611"
BSBK,Bogota Financial ...,6.91,63.765,"65,848"
BSBR,Banco Santander B...,5,79.369,"1,594,786"
BSET,Bassett Furniture...,6.33,68.818,"66,827"
BSGM,BioSig Technologi...,2.96,53.902,"206,974"
BSIG,BrightSphere Inve...,4.43,108.999,"539,304"
BSM,Black Stone Miner...,4.13,91.798,"578,445"
BSMX,Grupo Financiero ...,3.22,80.96,"602,784"
BSQR,BSQUARE Corporation,0.98,51.178,"16,784"
BSRR,Sierra Bancorp,15.7,71.009,"39,700"
BSTC,BioSpecifics Tech...,47.36,35.421,"48,469"
BSVN,Bank7 Corp.,6.65,140.81,"18,439"
BSX,Boston Scientific...,28.27,51.827,"10,961,193"
BTAI,BioXcel Therapeut...,18.35,97.438,"704,593"
BTE,Baytex Energy Corp,0.22,186.237,"2,227,971"
BTG,B2Gold Corp,3.02,66.945,"8,950,277"
BTI,British American ...,31.79,38.082,"2,227,477"
BTN,Ballantyne Strong...,1.59,94.088,"7,003"
BTU,Peabody Energy Co...,3.81,107.49,"2,478,236"
BUD,Anheuser-Busch In...,36.36,82.735,"2,772,628"
BURG,Chanticleer Holdi...,1.02,102.685,"467,850"
BURL,Burlington Stores...,130.51,75.068,"882,443"
BUSE,First Busey Corpo...,15.4,65.98,"143,490"
BV,BrightView Holdin...,8.49,81.247,"200,803"
BVN,Buenaventura Mini...,7.35,90.294,"1,715,236"
BVSN,"BroadVision, Inc.",1.68,80.761,"21,683"
BVXV,BiondVax Pharmace...,6,67.102,"46,418"
BW,Babcock & Wilcox ...,1.12,177.256,"204,135"
BWA,BorgWarner Inc.,21.01,57.834,"3,800,829"
BWAY,Brainsway Ltd.,6,94.304,"13,857"
BWB,Bridgewater Bancs...,9.26,50.733,"65,963"
BWEN,"Broadwind Energy,...",1.24,79.017,"47,597"
BWFG,Bankwell Financia...,16.21,83.657,"17,681"
BWL.A,"Bowl America, Inc...",9.74,37.394,"1,627"
BWMX,Betterware de Mex...,8.5,0,"1,230"
BWXT,"BWX Technologies,...",42.28,54.906,"692,501"
BX,The Blackstone Gr...,41.99,53.935,"6,432,466"
BXC,Bluelinx Holdings...,6.19,146.754,"203,812"
BXG,Bluegreen Vacatio...,3.83,102.041,"41,870"
BXMT,Blackstone Mortga...,18.64,85.108,"1,700,729"
BXP,Boston Properties...,85.57,55.583,"911,558"
BXRX,"Baudax Bio, Inc.",4.64,98.167,"465,579"
BXRXV,"Baudax Bio, Inc.",4.48,0,"141,684"
BXS,"BancorpSouth, Inc.",22.71,50.296,"539,157"
BY,"Byline Bancorp, Inc.",9.1,96.603,"126,019"
BYD,Boyd Gaming Corpo...,11.21,136.293,"1,687,864"
BYFC,Broadway Financia...,1.27,27.776,"8,815"
BYND,"Beyond Meat, Inc.",57.33,86.598,"11,071,500"
BYSI,"BeyondSpring, Inc.",13.3,73.321,"56,015"
BZH,"Beazer Homes USA,...",4.85,123.991,"502,094"
BZUN,Baozun Inc.,25.42,36.218,"1,258,553"
C,"Citigroup, Inc.",39.64,83.991,"20,431,755"
CAAP,Corporacin Americ...,1.73,119.033,"242,814"
CAAS,China Automotive ...,1.62,46.149,"34,157"
CABA,"Cabaletta Bio, Inc.",6.24,117.119,"56,263"
CABO,"Cable One, Inc.",1246.47,48.844,"35,395"
CAC,Camden National C...,34.99,54.249,"58,325"
CACC,Credit Acceptance...,286.23,49.33,"174,421"
CACI,CACI Internationa...,180.85,52.79,"196,488"
CADE,Cadence Bancorpor...,5.9,122.883,"1,959,630"
CAE,CAE Inc.,11.49,102.08,"508,216"
CAG,"ConAgra Foods, Inc.",26.31,20.612,"5,241,558"
CAH,"Cardinal Health, ...",43.79,36.596,"3,129,761"
CAI,CAI International...,15.66,105.584,"102,049"
CAJ,"Canon, Inc.",21.4,38.256,"453,229"
CAKE,The Cheesecake Fa...,20.51,101.339,"1,414,656"
CAL,"Caleres, Inc.",4.81,127.574,"638,654"
CALA,Calithera Bioscie...,3.76,102.269,"518,223"
CALM,"Cal-Maine Foods, ...",37.72,20.617,"477,118"
CALX,"Calix, Inc",6.5,65.325,"358,459"
CAMP,CalAmp Corp.,5.18,120.811,"426,036"
CAMT,Camtek Ltd.,7.18,63.366,"143,407"
CAN,Canaan Inc.,3.27,93.723,"663,009"
CANF,Can-Fite Biopharm...,1.36,47.259,"1,001,894"
CANG,Cango Inc.,5.01,41.512,"20,408"
CAPL,CrossAmerica Part...,12,78.163,"68,467"
CAPR,Capricor Therapeu...,1.18,43.318,"212,571"
CAR,Avis Budget Group...,9.68,172.239,"2,458,621"
CARA,Cara Therapeutics...,10.48,68.906,"554,097"
CARE,Carter Bank & Trust,8.9,94.704,"66,789"
CARG,"CarGurus, Inc.",16.86,63.791,"1,969,869"
CARO,Carolina Financia...,25.17,68.307,"130,430"
CARS,Cars.com Inc.,4.77,102.279,"1,265,953"
CART,Carolina Trust Bank,13.05,7.037,"24,588"
CARV,"Carver Bancorp, Inc.",1.67,66.946,"10,341"
CASA,"Casa Systems, Inc.",2.38,94.595,"729,055"
CASH,Meta Financial Gr...,21.57,91.441,"342,538"
CASI,CASI Pharmaceutic...,1.9,42.731,"249,654"
CASS,Cass Information ...,30.12,69.491,"47,629"
CASY,Caseys General St...,155.39,23.043,"409,822"
CAT,"Caterpillar, Inc.",103.01,49.278,"4,473,342"
CATB,Catabasis Pharmac...,2.85,72.547,"211,484"
CATC,Cambridge Bancorp,53,49.722,"14,461"
CATM,"Cardtronics, Inc.",27.75,61.969,"617,958"
CATO,Cato Corporation ...,11.84,53.878,"184,701"
CATS,"Catasys, Inc.",10.97,69.505,"121,308"
CATY,Cathay General Ba...,20.88,79.563,"384,557"
CB,Chubb Corporation...,98.53,60.568,"2,253,668"
CBAN,"Colony Bankcorp, ...",11.23,41.728,"11,798"
CBAT,CBAK Energy Techn...,0.39,57.526,"68,073"
CBAY,CymaBay Therapeut...,1.31,41.818,"1,394,946"
CBB,Cincinnati Bell Inc.,13,32.269,"940,524"
CBD,Companhia Brasile...,12.68,52.984,"519,826"
CBFV,CB Financial Serv...,18.67,56.637,"10,819"
CBIO,Catalyst Inc.,3.77,80.77,"301,092"
CBL,CBL & Associates ...,0.36,67.368,"1,924,554"
CBLI,Cleveland BioLabs...,2.08,79.807,"1,272,757"
CBMB,"CBM Bancorp, Inc.",12.1,30.847,"15,081"
CBMG,Cellular Biomedic...,13.87,46.544,"54,914"
CBNK,"Capital Bancorp, ...",10.2,64.496,"22,460"
CBOE,"CBOE Holdings, Inc.",82.91,56.192,"969,245"
CBPO,China Biologic Pr...,108.13,8.093,"114,410"
CBRE,CBRE Group Inc,39.44,64.732,"1,809,890"
CBRL,Cracker Barrel Ol...,69.94,110.305,"486,453"
CBS,CBS Corporation C...,40.77,11.931,"5,540,425"
CBS.A,CBS Corporation C...,43.12,9.808,"10,518"
CBSH,Commerce Bancshar...,58.5,33.357,"643,945"
CBSHP,Commerce Bancshar...,24.2,7.894,"9,928"
CBT,Cabot Corporation,22.67,68.148,"390,996"
CBTX,"CBTX, Inc.",16.54,72.341,"64,343"
CBU,Community Bank Sy...,59.85,31.581,"258,667"
CBZ,"CBIZ, Inc.",18.28,50.033,"298,657"
CC,Chemours Company ...,10.18,91.788,"3,579,592"
CCAP,Crescent Capital ...,9.25,68.095,"60,100"
CCB,Coastal Financial...,9.78,66.522,"18,800"
CCBG,Capital City Bank...,18.86,62.993,"36,663"
CCC,Churchill Capital...,16.88,37.8,"2,371,888"
CCCL,China Ceramics Co...,0.3,92.343,"213,866"
CCEP,Coca-Cola Europea...,30.95,70.369,"1,341,984"
CCF,Chase Corporation,73.05,51.08,"22,548"
CCH,Collier Creek Hol...,9.91,11.717,"207,184"
CCH.U,Collier Creek Hol...,10.59,10.289,"65,584"
CCI,Crown Castle Inte...,130.75,27.461,"2,359,701"
CCJ,Cameco Corporation,6.04,57.899,"2,663,168"
CCK,"Crown Holdings, Inc.",50.38,62.52,"1,323,833"
CCL,Carnival Corporation,10,149.082,"17,147,918"
CCLP,CSI Compressco LP ,0.77,158.159,"129,759"
CCM,Concord Medical S...,1.9,64.453,"5,398"
CCMP,Cabot Microelectr...,90,68.25,"263,164"
CCNE,CNB Financial Cor...,20.11,62.115,"34,203"
CCO,Clear Channel Out...,0.54,162.216,"2,112,103"
CCOI,Cogent Communicat...,81.23,23.82,"349,880"
CCR,CONSOL Coal Resou...,5,60.462,"95,807"
CCRC,China Customer Re...,4.09,89.61,"34,405"
CCRN,Cross Country Hea...,9.53,41.861,"223,794"
CCS,Century Communiti...,12,120.471,"513,807"
CCU,Compania Cervecer...,12.39,41.434,"380,335"
CCX,Churchill Capital...,9.34,18.807,"223,971"
CCXI,"ChemoCentryx, Inc.",34.97,48.312,"688,186"
CCX.U,Churchill Capital...,9.47,26.548,"859,608"
CCZ,Comcast Holdings ...,55,13.202,"8,351"
CDAY,Ceridian HCM Hold...,45.9,68.594,"1,497,807"
CDE,"Coeur Mining, Inc.",3.22,86.459,"6,490,501"
CDEV,Centennial Resour...,0.45,249.506,"8,955,190"
CDK,"CDK Global, Inc.",32.36,51.669,"785,802"
CDLX,"Cardlytics, Inc.",30.53,140.325,"809,418"
CDMO,"Avid Bioservices,...",3.39,91.548,"388,230"
CDMOP,"Avid Bioservices,...",20.9,32.034,"4,389"
CDNA,"CareDx, Inc.",16.21,71.706,"876,767"
CDNS,Cadence Design Sy...,55.72,35.754,"2,005,740"
CDR,Cedar Realty Trus...,0.99,131.951,"427,357"
CDTX,Cidara Therapeuti...,1.98,72.4,"434,087"
CDW,CDW Corporation,88.27,55.085,"1,404,970"
CDXC,ChromaDex Corpora...,2.91,35.1,"313,474"
