"","FTR.Close","UBSI.Close","INO.Close","FFIN.Close","GOOG.Close","ONCY.Close","ARWR.Close","COST.Close","AAL.Close","MSFT.Close","DLTR.Close","KGJI.Close","AMZN.Close","ROST.Close","NFLX.Close","HOFT.Close","RRGB.Close","JBLU.Close"
"31",226.199997,36.959999,11.88,7.048333,229.873383,20.33,40.700001,57.900002,57.400002,29.459999,11.376667,1.6,40.060001,8.6975,3.214286,17.99,37.580002,13.85
"32",224.100006,37.16,12.08,7.098333,234.09256,20.139999,40.279999,57.799999,56.700001,28.74,11.39,1.5,40.330002,8.7025,3.267143,18.940001,37.59,13.56
"33",225.149994,37.450001,12.32,7.165,235.168533,20.235001,39.900002,58.279999,56.380001,28.83,11.516666,1.5,41.509998,8.6275,3.358572,19.16,37.900002,12.9
"34",224.550003,37.41,12.8,7.121666,237.041504,20.424999,40.080002,58.18,55.73,29.35,11.523334,1.5,41.259998,8.6125,3.341429,19.76,38.099998,13.19
"35",225.449997,37.540001,12.8,7.178333,237.03653,20.52,39.299999,58.09,54.619999,29.389999,11.41,1.3,41,8.56,3.392857,19.950001,38.16,13.16
"36",222.899994,37.18,13.04,7.175,234.43129,20.33,39.099998,57.470001,54.25,28.9,11.35,1.3,40.779999,8.53,3.361428,19.719999,41.049999,13.08
"37",224.550003,37.060001,13.12,7.228333,231.596924,20.235001,38.599998,57.400002,53.34,29.07,11.393333,1.4,40.880001,8.4725,3.304286,19.700001,40.139999,12.75
"38",217.949997,35.669998,13.12,7.011667,223.547089,19.190001,37.799999,55.400002,51.790001,27.870001,10.996667,1.02,38.830002,8.23,3.157143,19.110001,39.009998,12.29
"39",225.899994,35.57,12.92,6.988333,223.885818,19,37.900002,55.889999,52.290001,28.17,11.37,1.4,39.139999,8.1925,3.218571,18.85,39.48,12.31
"40",222.600006,36,12.64,6.93,223.278091,17.955,38.779999,56,52.080002,28.09,11.456667,1.4,38.849998,8.1575,3.261429,19.24,39.130001,12.21
"41",222,35.740002,12.32,6.743333,218.520935,19.094999,38.099998,55.75,50.650002,27.76,11.42,1.4,37.689999,8.08,3.184286,19,37.630001,11.91
"42",219,35.040001,11.84,6.676667,219.651688,17.955,36,55.25,50.09,27.549999,11.24,1.4,37.049999,7.94,3.008571,18.950001,37.009998,11.58
"43",222.149994,35.48,12,6.941667,227.9207,19.57,37,55.720001,50.23,27.83,11.536667,1.4,38.580002,7.9525,3.062857,19.25,38.099998,11.82
"44",216.600006,35.060001,12.28,6.731667,226.969269,19.665001,37,56.119999,49.349998,27.610001,11.643333,1.4,38.360001,7.98,3.025714,19.280001,37.639999,11.74
"45",218.25,35.139999,12.4,6.71,226.510986,19.475,36.900002,54.259998,49.310001,27.32,11.81,1.4,38.099998,8.025,3.034286,19.33,37.75,11.83
"46",216.899994,35.23,12.8,6.76,225.634262,19.379999,37.799999,54.34,48.93,27.290001,11.886666,1.4,38.84,8.1175,3.008571,19.879999,38.380001,11.62
"47",219.75,35.18,12.56,6.773334,226.525925,19.094999,36.700001,53.650002,49.450001,27.440001,12.22,1.4,38.810001,8.21,3.011429,19.92,38.5,11.87
"48",217.350006,33.93,12.52,6.686666,220.687805,18.525,36.299999,52.959999,47.439999,26.719999,11.946667,1.4,37.82,7.95,2.935714,19.43,36.950001,11.87
"49",216.75,34.360001,12.52,6.863333,223.163528,18.24,37.200001,52.529999,45.779999,27.4,11.853333,1.4,38.080002,7.865,3.015714,19.49,36.869999,11.75
"50",214.800003,34.759998,12.44,6.95,222.261902,18.049999,36.900002,53.189999,46.540001,27.280001,11.993333,1.4,37.779999,7.885,3.022857,19.35,36.950001,11.9
"51",214.649994,34.41,12.6,6.835,219.601883,17.860001,38.700001,52.98,46.389999,27.33,11.86,1.4,37.849998,7.905,3.002857,19.219999,35.900002,11.69
"52",216.149994,34.869999,12.32,6.878334,222.779968,18.620001,38.290001,53.240002,47.860001,27.83,12.013333,1.1,38.450001,8.1225,3.051429,19.219999,36.669998,11.8
"53",217.5,35.209999,12.28,6.883333,221.808609,18.24,40.299999,53.18,48.529999,27.84,12.073334,1.1,38.580002,8.3325,3.211429,19.34,36.080002,11.97
"54",221.399994,35.939999,12,6.936666,227.422562,18.809999,38.200001,54.34,49.41,28.52,12.286667,1.1,39.799999,8.3375,3.292857,20.15,36.59,12.21
"55",219.149994,35.490002,12.8,7.011667,230.157318,19.285,44,54.240002,47.900002,28.27,12.57,1.1,39.490002,8.5925,3.3,19.82,38.060001,11.7
"56",219.449997,35.52,12.6,6.938334,230.052704,19,46,54.560001,47.580002,28.02,12.736667,1.1,38.98,8.6225,3.39,20.41,38.5,11.69
"57",220.199997,35.41,13.84,6.958333,231.63179,18.24,46.299999,54.52,46.720001,28.219999,12.71,1.1,39.009998,8.6575,3.322857,20.139999,38.32,11.84
"58",221.550003,35.02,13.52,6.855,230.944366,18.24,45.299999,54.130001,46.709999,27.719999,12.556666,0.9,39.369999,8.675,3.368572,19.76,38.240002,11.71
"59",221.100006,34.73,13.24,6.838333,230.077606,17.764999,43,53.709999,46.41,27.639999,12.42,1.2,39.34,8.6175,3.34,19.879999,37.810001,11.75
"60",221.850006,35.09,13.04,6.91,229.599411,17.764999,43.400002,53.700001,45.529999,27.75,12.446667,1.2,39.810001,8.5425,3.35,19.9,38.529999,11.59
"61",224.25,35.029999,12.96,6.97,228.224564,17.290001,44.709999,53.84,45.48,27.870001,12.746667,1.2,39.790001,8.6,3.312857,20.049999,38.82,11.51
"62",225.75,34.799999,13.32,6.898334,228.408875,18.809999,44.799999,53.91,45.049999,27.74,12.656667,1.2,40.419998,8.58,3.354286,20.91,39.099998,11.45
"63",228.149994,35.110001,13.48,7.031667,235.417603,18.620001,47,54.549999,47.869999,27.870001,12.87,1.2,41.189999,8.62,3.397143,21.93,40.150002,11.86
"64",226.199997,34.810001,13.64,6.938334,234.630554,18.43,46,54.450001,46.490002,28.5,12.756667,1.2,41.529999,8.6125,3.504286,21.620001,40.119999,11.7
"65",227.25,34.650002,13.64,6.888333,234.874634,18.334999,45.939999,54.880001,47.049999,28.549999,12.693334,1.02,41.68,8.6075,3.457143,20.809999,40.040001,11.75
"66",228,34.450001,13.76,6.851666,233.230789,18.049999,48,54.82,47.810001,28.57,12.683333,1.2,41.66,8.5925,3.477143,21.280001,39.950001,11.91
"67",231.300003,34.470001,13.76,6.895,232.378983,17.860001,49,54.669998,45.84,28.4,12.856667,1.2,41.860001,8.58,3.551429,21.17,40.52,11.73
"68",231.899994,33.919998,14.2,6.833333,231.397659,18.334999,49.5,54.029999,45.009998,28.110001,12.79,1.2,41.68,8.45,3.514286,20.92,39.580002,11.51
"69",231.75,34.110001,14.16,6.948333,232.822327,18.43,52.5,54.68,44.119999,28.540001,13.086667,1.2,42.27,8.4975,3.514286,20.92,39.299999,11.24
"70",229.800003,34.450001,14.2,6.965,232.274384,18.43,53.09,54.16,45.23,28.610001,12.876667,1.2,42.41,8.3975,3.514286,21,39.389999,11.19
"71",231.300003,35.209999,14.36,7.065,236.249481,18.525,54.5,54.400002,45.34,28.73,12.956667,1.2,45.200001,8.6875,3.502857,21.17,41.970001,11.18
"72",232.199997,35.040001,14.8,7.048333,235.517227,21.66,52.700001,55.599998,45.950001,28.85,12.883333,1.2,45.07,8.715,3.422857,21.030001,42.279999,11.22
"73",231.899994,34.860001,14.92,7.026667,237.116226,21.09,54.799999,55.02,46.98,28.6,12.836667,1.2,44.990002,8.5975,3.1,21.34,42.009998,11.53
