"","FTR.Close","UBSI.Close","INO.Close","FFIN.Close","GOOG.Close","ONCY.Close","ARWR.Close","COST.Close","AAL.Close","MSFT.Close","DLTR.Close","KGJI.Close","AMZN.Close","ROST.Close","NFLX.Close","HOFT.Close","RRGB.Close","JBLU.Close"
"510",126,27.18,2.12,8.12,156.946732,13.3,11.22,49.139999,9,19.52,13.666667,0.06,55.509998,7.5,4.608572,8.04,15.07,6.97
"511",122.400002,26.209999,2,8.08,155.761169,12.35,10.4,49.43,8.54,19.469999,13.663333,0.06,51.919998,7.3775,4.458571,8.03,14,7.05
"512",120.75,26.48,2.08,8.328333,156.57312,11.875,9.7,48.939999,8.27,19.82,13.733334,0.06,51.450001,7.4125,4.42,8.34,13.91,7.05
"513",118.199997,25,2.08,8.073334,149.92305,11.685,9.8,47.630001,7.39,19.09,13.616667,0.06,48.490002,7.315,4.22,8.2,12.57,6.44
"514",116.550003,23.299999,2.16,8.108334,148.936752,11.4,9.2,48.470001,7.55,19.24,14.516666,0.06,51.439999,7.6225,4.517143,8.14,10.91,6.77
"515",117.150002,23.200001,2.24,8.126667,149.275482,11.495,9,48.799999,8.53,19.709999,14.443334,0.06,51.59,7.71,4.465714,8.06,11.46,6.96
"516",114.150002,20.76,2.24,7.57,140.847076,11.305,9.4,47.220001,7.63,18.48,14.23,0.06,48.439999,7.3825,4.261428,7.94,11.17,7.09
"517",120,21.889999,2.08,7.883333,150.974106,11.02,8.9,47.900002,7.54,19.379999,14.356667,0.06,50.540001,7.7575,4.384286,8.24,11.4,6.34
"518",121.650002,21.26,2.08,7.631667,152.677719,11.02,9,47.450001,7.65,17.110001,14.346666,0.06,49.939999,7.8225,4.405715,8,12.11,6.78
"519",125.099998,21.219999,2,7.466667,161.743744,11.115,8.7,46.970001,7.82,17.200001,14.163333,0.06,50.630001,7.8025,4.348571,7.99,12.65,6.64
"520",127.050003,20.65,2,7.27,161.330292,11.115,8.5,47.349998,7.7,17.629999,14.19,0.06,49.630001,7.91,4.307143,8.47,12.74,6.7
"521",128.25,21.41,2.04,7.376667,165.121078,11.78,8.55,47.900002,6.71,17.66,14.276667,0.1,48.439999,7.7425,4.974286,8.63,12.65,6.25
"522",128.550003,22.379999,1.72,7.971667,173.68399,11.4,8.7,47.810001,7.3,18.040001,14.57,0.1,50.360001,7.7525,5.165714,8.9,13.17,6.56
"523",123,21.200001,2.04,7.633333,171.018982,11.4,8.9,46.450001,6.47,17.59,14.423333,0.1,50,7.53,5.268571,8,12.45,6.38
"524",121.650002,20.99,2,7.398334,168.632919,11.97,8.7,45.029999,5.67,17.1,14.236667,0.1,58.82,7.355,5.162857,8.08,12.18,5.63
"525",123.449997,20.98,2,7.63,169.649109,11.59,9,45.299999,5.72,17.83,14.266666,0.1,61.150002,7.3075,5.278572,8.09,12.41,5.59
"526",125.25,20.85,1.96,7.478333,169.58934,11.78,8.7,46.119999,5.77,18.5,14.646667,0.1,63.59,7.3725,5.248571,8.17,12.83,5.6
"527",123.900002,20.719999,1.84,7.565,170.859573,12.825,8.3,42.98,5.47,18.629999,13.916667,0.1,61.060001,7.0625,5.264286,8.47,12.9,5.53
"528",125.400002,21.120001,1.8,7.758333,176.199554,12.635,8.8,43.830002,5.22,19.040001,11.676666,0.1,63.18,7.6575,5.352857,9.24,13.66,5.78
"529",127.949997,23.01,1.88,8.17,184.946777,12.065,8.3,45.209999,5.47,19.66,11.796667,0.1,66.550003,8.145,5.285714,9.32,13.91,6.21
"530",127.949997,22.639999,1.96,8.186666,188.677795,12.825,7.9,45.169998,5.41,19.440001,11.8,0.1,66.709999,8.0725,5.277143,9.49,13.89,6
"531",121.199997,20.76,1.88,7.81,178.585617,14.155,7.8,43.970001,5.06,18.799999,11.68,0.1,63.310001,7.87,5.167143,9.22,13.26,5.85
"532",123.150002,20.84,1.96,7.92,178.351501,13.395,7.3,43.540001,4.58,19.209999,11.426666,0.1,64.349998,7.8025,5.167143,8.91,13.34,5.63
"533",123.75,20.24,1.88,7.89,180.847137,13.3,7.2,44.32,4.73,19.26,11.563334,0.1,63.959999,7.935,5.418571,8.74,13.79,5.78
"534",122.25,19.43,1.92,7.678333,178.172165,13.87,7,42.759998,4.75,19.09,11.226666,0.1,63.259998,7.675,5.505714,8.39,13.67,5.84
"535",113.699997,16.99,1.8,7.308333,170.690216,13.49,5.64,42.119999,4.42,18.09,11.393333,0.1,61.669998,7.575,5.317143,7.62,13.23,5.6
"536",111,16.530001,1.8,7.265,175.895706,13.11,5.5,42.380001,3.78,18.120001,11.313334,0.08,62.349998,7.54,5.285714,7.68,13,4.81
"537",110.699997,15.35,1.6,7.058333,170.680252,13.68,5.7,42.619999,3.6,17.91,11.456667,0.08,61.950001,7.6025,5.298572,7.5,13.16,4.53
"538",113.099998,15.37,1.16,6.915,172.57814,13.015,4.2,42.759998,3.12,18,11.726666,0.08,63.860001,7.6975,5.257143,7.11,14.67,4.25
"539",107.849998,14.54,1.4,6.766667,164.413742,12.73,4.1,41.169998,3.55,17.209999,11.596666,0.08,61.709999,7.415,5.082857,6.6,14.33,4.28
"540",114.599998,16.17,1.8,7.19,172.080002,11.97,4.3,42.549999,3.66,17.17,12.02,0.08,65.599998,7.62,5.151429,6.98,14.93,4.56
"541",110.099998,15.39,1.68,7.233333,170.182114,12.255,3.9,42,3.3,16.959999,12.093333,0.08,63.709999,7.5725,5.112857,6.75,14.05,4.26
"542",108.75,16.120001,1.6,7.318333,167.960449,12.35,4,41.549999,3.25,16.42,12.353333,0.08,62.34,7.275,5.111429,6.85,13.84,4.16
"543",108,15.4,1.4,7.17,168.363937,12.35,3.9,42.34,2.85,16.15,12.94,0.08,64.790001,7.38,5.177143,6.9,14.21,3.81
"544",104.099998,14.67,1.44,6.988333,162.969147,11.78,3.8,40.84,2.47,15.79,13.076667,0.08,61.990002,7.2825,4.907143,6.93,13.59,3.29
"545",94.5,14.52,1.44,6.62,162.132294,11.78,3.6,40.689999,2.3,15.88,12.72,0.08,61.700001,7.2375,5.194286,6.61,13.18,3.02
"546",102.900002,14.78,1.52,6.836667,158.864532,11.875,3.6,40.810001,2.37,16.120001,13.006667,0.08,64.809998,7.585,5.387143,6.62,13.2,3.19
"547",89.25,14.02,1.56,6.296667,152.249329,11.875,3.6,39.560001,1.97,15.27,13.366667,0.08,64.769997,7.58,5.414286,5.88,12.6,2.84
"548",87.900002,13.79,1.48,6.241667,153.708862,11.685,4.3,38.98,2.16,15.28,13.193334,0.08,61.689999,7.3625,5.454286,5.52,12.13,2.96
"549",80.849998,13.92,1.4,6.111667,144.901871,11.115,5.3,38.439999,2.01,15.15,13.333333,0.08,60.490002,7.3275,5.5,5.62,12.19,3.06
"550",87.75,15.32,1.36,6.618333,153.509613,11.4,5.6,40.139999,2.39,16.48,13.753333,0.08,65.709999,7.8225,5.5,5.9,13.89,3.45
"551",89.099998,15.35,1.28,6.561666,158.36142,11.685,5.1,39.560001,2.59,17.110001,13.63,0.08,68.540001,7.96,5.355714,6.02,13.59,3.84
"552",92.400002,17.139999,1.28,7.073333,161.160934,11.875,4.9,40.860001,2.8,17.01,13.76,0.08,69.580002,8.265,5.708571,6.07,14.22,4.18
"553",94.949997,16.469999,1.2,7.025,161.604263,11.305,4.1,42.200001,3.14,16.65,13.736667,0.08,68.629997,8.2525,5.624286,6.57,14.55,4.29
"554",96.150002,15.84,1.2,6.915,159.248093,11.21,4.6,42.119999,2.8,16.25,13.366667,0.08,66.980003,8.0575,5.522857,6.84,14.15,3.92
"555",99.150002,16.219999,1.12,7.36,167.043884,11.305,4.4,43.98,3.03,16.9,13.856667,0.08,71.349998,8.3425,5.827143,7.26,15.3,4.15
"556",102.449997,16.66,1.16,7.79,165.928055,11.4,4.5,44.459999,3.22,16.959999,13.886666,0.1,71.25,8.525,5.945714,8.62,17.219999,4.24
"557",97.800003,16.360001,1.12,7.596667,164.353958,11.4,4.9,45.119999,2.68,17.139999,13.873333,0.1,70.099998,8.4625,5.93,8.51,17.190001,3.77
"558",99.150002,15.74,1.32,7.513333,164.463547,12.445,4.8,44.830002,2.36,17.059999,13.636666,0.1,69.959999,8.4825,5.95,7.9,16.24,3.56
