"MonthYear","TGT.Close","FTR.Close","UBSI.Close","HD.Close","JPM.Close","XOM.Close","CVX.Close","NSANY.Close","MGM.Close","TEVA.Close","HST.Close","WFC.Close","WWE.Close","INO.Close","SCE.PB.Close","FFIN.Close","GOOG.Close","WM.Close","ONCY.Close","S.Close","F.Close","ARWR.Close","COST.Close","AAL.Close","JWN.Close","NUS.Close","ADDYY.Close","KSS.Close","MSFT.Close","LUV.Close","HMC.Close","PCG.Close","DLTR.Close","KGJI.Close","NKE.Close","AMZN.Close","ROST.Close","WMT.Close","TJX.Close","TM.Close","T.Close","JNJ.Close","C.Close","EPD.Close","VZ.Close","HRB.Close","NFLX.Close","AAP.Close","HOFT.Close","SIG.Close","RRGB.Close","M.Close","JBLU.Close","portfolio_DailyValue","portfolio_prevDay","portfolio_dailyValueChange","portfolio_ROI_dollars","Date","DayOfWeek","Month","Year","UE_monthlyRate"
"Apr-2007",59.93,225.75,34.799999,36.790001,48.240002,76.160004,74.830002,21.540001,71.580002,37.41,26.206558,34.009998,16.23,13.32,214,6.898334,228.408875,34.650002,18.809999,19.299999,8.09,44.799999,53.91,45.049999,53.740002,16.5,27.450001,77.489998,27.74,14.75,34.689999,49.439999,12.656667,1.2,13.30375,40.419998,8.58,47.400002,6.77,126.919998,39.459999,60.099998,510.5,15.875,35.316067,21.26,3.354286,38.779999,20.91,50.720001,39.099998,45.060001,11.45,2901.649537,2891.962929,9.68660799999998,-76.289072,2007-04-02,"Monday","Apr",2007,4.5
"Apr-2007",60.82,228.149994,35.110001,37.630001,48.560001,76.800003,75.339996,21.559999,72.580002,37.950001,26.138033,34.509998,16.370001,13.48,214,7.031667,235.417603,34.990002,18.620001,19.4,8.08,47,54.549999,47.869999,54.169998,16.33,27.42,78,27.870001,15.08,35.490002,49.700001,12.87,1.2,13.3,41.189999,8.62,48.099998,6.9025,126.980003,39.740002,60.639999,514.099976,15.955,35.586796,21.370001,3.397143,39,21.93,50.48,40.150002,45.549999,11.86,2934.938721,2901.649537,33.2891840000002,-42.9998879999998,2007-04-03,"Tuesday","Apr",2007,4.5
"Apr-2007",60.59,226.199997,34.810001,38.110001,48.560001,77.110001,75.550003,21.809999,73.029999,37.98,26.284876,34.34,16.18,13.64,214,6.938334,234.630554,34.73,18.43,19.639999,8.04,46,54.450001,46.490002,54.080002,16.4,27.450001,77.980003,28.5,15.1,36.009998,49.349998,12.756667,1.2,13.3975,41.529999,8.6125,48.049999,6.915,127.739998,39.23,61.290001,513.599976,16.040001,35.493443,21.26,3.504286,38.650002,21.620001,50.299999,40.119999,45.5,11.7,2930.923141,2934.938721,-4.01558000000023,-47.0154680000001,2007-04-04,"Wednesday","Apr",2007,4.5
"Apr-2007",61.110001,227.25,34.650002,38.02,48.77,77.220001,75.610001,21.780001,72.07,37.900002,26.324034,34.439999,16.08,13.64,214,6.888333,234.874634,34.529999,18.334999,19.6,8.01,45.939999,54.880001,47.049999,54.130001,16.42,27.9,78.379997,28.549999,15.08,35.490002,49.349998,12.693334,1.02,13.37,41.68,8.6075,48.27,6.9725,126.489998,39.27,61.549999,515.700012,16.035,35.47477,21.18,3.457143,39.560001,20.809999,49.959999,40.040001,46,11.75,2934.162258,2930.923141,3.23911700000008,-43.776351,2007-04-05,"Thursday","Apr",2007,4.5
"Apr-2007",61.380001,228,34.450001,38.080002,49,76.800003,75.489998,21.82,72.57,37.810001,26.206558,34.369999,16.08,13.76,214,6.851666,233.230789,34.43,18.049999,19.27,8.08,48,54.82,47.810001,54.59,16.700001,27.75,78.470001,28.57,15.13,35.299999,49.380001,12.683333,1.2,13.475,41.66,8.5925,48.470001,7.0175,126.290001,39.330002,61.630001,515.799988,16.045,35.47477,21.030001,3.477143,39.48,21.280001,49.779999,39.950001,46.310001,11.91,2937.134262,2934.162258,2.9720040000002,-40.8043469999998,2007-04-09,"Monday","Apr",2007,4.5
"Apr-2007",60.560001,231.300003,34.470001,38.23,49.240002,77.57,77.040001,21.6,71.769997,37.990002,26.177191,34.41,16.15,13.76,214,6.895,232.378983,34.630001,17.860001,19.33,8.19,49,54.669998,45.84,54.91,16.48,28.5,77.75,28.4,15.01,34.759998,50.049999,12.856667,1.2,13.5025,41.860001,8.58,47.939999,6.9825,126.489998,39.450001,61.669998,524,16.025,35.288059,21.01,3.551429,39.790001,21.17,49.919998,40.52,45.73,11.73,2948.187329,2937.134262,11.0530669999998,-29.75128,2007-04-10,"Tuesday","Apr",2007,4.5
"Apr-2007",59.68,231.899994,33.919998,37.970001,49.150002,76.769997,76.559998,21.17,71.07,37.610001,25.893293,34.169998,16.82,14.2,232,6.833333,231.397659,34.290001,18.334999,19.18,8.13,49.5,54.029999,45.009998,54.849998,15.8,28.75,77.199997,28.110001,15.24,33.98,49.939999,12.79,1.2,13.4975,41.68,8.45,47.27,6.955,124.540001,38.939999,61.889999,518,16.135,34.895969,20.879999,3.514286,40.150002,20.92,49.959999,39.580002,44.860001,11.51,2947.077023,2948.187329,-1.11030600000004,-30.861586,2007-04-11,"Wednesday","Apr",2007,4.5
"Apr-2007",59.950001,231.75,34.110001,38.02,49.200001,77.389999,77.169998,21.18,71.889999,37.099998,25.736662,34.34,16.879999,14.16,256,6.948333,232.822327,34.16,18.43,19.799999,8.09,52.5,54.68,44.119999,55.610001,15.97,28.950001,77.980003,28.540001,15.2,34.220001,49.790001,13.086667,1.2,13.5575,42.27,8.4975,47.259998,6.97,124.400002,38.66,61.919998,516.5,16.235001,34.886635,20.860001,3.514286,39.950001,20.92,50.32,39.299999,45.400002,11.24,2979.634914,2947.077023,32.5578910000004,1.69630500000039,2007-04-12,"Thursday","Apr",2007,4.5
"Apr-2007",59.650002,229.800003,34.450001,37.889999,49.09,77.410004,77.010002,20.84,72.540001,37.139999,25.9814,34.630001,16.610001,14.2,256,6.965,232.274384,33.98,18.43,19.93,8.02,53.09,54.16,45.23,54.919998,16.469999,29.5,77.239998,28.610001,15.16,33.880001,49.889999,12.876667,1.2,13.4125,42.41,8.3975,47.41,6.98,121.519997,38.84,62.349998,516,15.955,34.905308,20.92,3.514286,39.650002,21,49.720001,39.389999,45.099998,11.19,2973.732049,2979.634914,-5.90286500000002,-4.20655999999963,2007-04-13,"Friday","Apr",2007,4.5
"Apr-2007",60.169998,231.300003,35.209999,38.560001,49.970001,78.169998,77.870003,20.809999,72.050003,36.939999,26.255507,35.509998,16.34,14.36,256,7.065,236.249481,34.299999,18.525,20.200001,8.03,54.5,54.400002,45.34,55.48,17,29.549999,76.769997,28.73,15.29,34.34,49.82,12.956667,1.2,13.5925,45.200001,8.6875,48.07,7.0875,122.730003,39.259998,63.02,529.299988,16.040001,35.353409,21.33,3.502857,40.25,21.17,50.080002,41.970001,45.400002,11.18,3012.485417,2973.732049,38.7533679999997,34.5468080000001,2007-04-16,"Monday","Apr",2007,4.5
"Apr-2007",60.610001,232.199997,35.040001,39.439999,50.18,78.400002,77.959999,20.469999,72.040001,37.209999,26.470877,35.25,16.4,14.8,256,7.048333,235.517227,34.459999,21.66,20.41,7.85,52.700001,55.599998,45.950001,55.830002,16.969999,30.6,77.949997,28.85,15.2,34.049999,50.5,12.883333,1.2,13.5375,45.07,8.715,48.169998,7.0775,122.290001,39.189999,64.550003,525.299988,16.120001,34.970654,21.75,3.422857,40.200001,21.030001,50.860001,42.279999,45.220001,11.22,3018.673268,3012.485417,6.18785100000014,40.7346590000002,2007-04-17,"Tuesday","Apr",2007,4.5
"Apr-2007",60.810001,231.899994,34.860001,39.040001,52.07,78.199997,77.769997,20.43,72.449997,37.290001,26.284876,35.950001,16.42,14.92,256,7.026667,237.116226,35.02,21.09,20.639999,7.82,54.799999,55.02,46.98,55.599998,16.790001,30.1,78.309998,28.6,15.66,34.5,50.139999,12.836667,1.2,13.4725,44.990002,8.5975,47.970001,7.0975,123.660004,38.970001,64.43,529.900024,16.389999,34.933311,21.809999,3.1,40,21.34,49.560001,42.009998,44.799999,11.53,3028.205259,3018.673268,9.53199099999983,50.26665,2007-04-18,"Wednesday","Apr",2007,4.5
"Apr-2007",61.259998,234.300003,34.560001,38.91,52.09,77.459999,76.809998,20.450001,71.32,37.150002,25.638767,36.139999,16.450001,14.84,256,7,234.944366,34.75,20.709999,20.280001,7.74,52.5,55.32,45.419998,55.810001,16.639999,30.450001,78.580002,28.690001,15.37,34.810001,50.360001,12.833333,1.02,13.37,44.639999,8.6325,48.34,7.155,124.169998,39.310001,64.940002,530.900024,16.375,35.01733,21.83,3.072857,40.09,21.02,50.439999,41.459999,44.810001,11.27,3023.449182,3028.205259,-4.756077,45.510573,2007-04-19,"Thursday","Apr",2007,4.5
