"Date","AAL","ARWR","C","CVX","EPD","F","FTR","HMC","HOFT","HRB","HST","INO","JBLU","JPM","JWN","KGJI","KSS","LUV","M","MGM","MSFT","NSANY","NUS","ONCY","RRGB","S","SCE","SIG","T","TGT","TM","UBSI","VZ","WFC","WM","WWE"
2007-01-03,56.299999,44,552.5,70.970001,14.485,7.51,215.399994,39.709999,15.47,23.200001,24.043074,13.16,15.2,48.07,51.389999,1.1,67.080002,15.52,37.509998,57.57,29.860001,24.16,18.540001,21.945,35,19.040001,280,47.740002,34.950001,57.18,135.300003,39.049999,35.306732,35.740002,37.029999,16.18
2007-01-04,58.84,44.200001,550.599976,70.279999,14.4,7.7,212.25,40.040001,15.17,23.280001,23.984337,13.2,15.38,48.189999,52.259998,1.1,67.68,15.76,37.310001,57.099998,29.809999,24.559999,18.51,22.325001,34.790001,19.65,280,47.700001,34.5,57.59,137.770004,39.139999,35.502777,35.799999,36.57,16.290001
2007-01-05,58.290001,44,547.700012,70.550003,14.255,7.62,211.649994,38.669998,14.93,22.950001,23.465492,13.2,14.99,47.790001,51.279999,1.6,66.800003,15.5,36.889999,56.900002,29.639999,24.26,18.02,22.23,33.790001,19.209999,280,47.98,33.959999,57.27,133.720001,37.82,34.895969,35.599998,35.98,16.09
2007-01-08,57.93,43.200001,550.5,71.449997,14.425,7.73,212.25,38.889999,14.94,23.27,23.387177,13.2,15.14,47.950001,51.549999,1.42,66.25,15.78,37.599998,59.799999,29.93,24.4,18.139999,23.370001,33.700001,19.639999,280,48.200001,33.810001,57.349998,133.970001,37.959999,34.36385,35.5,36.07,16.190001
2007-01-09,57.900002,41,545.700012,70.629997,14.29,7.79,211.050003,38.91,14.91,23.48,23.671072,13.52,15.21,47.75,52.110001,1.42,66.650002,15.81,38.849998,61.040001,29.959999,24.33,18.33,24.51,33.970001,17.450001,280,48.279999,33.939999,58.259998,132.160004,37.619999,34.50388,35.59,35.689999,16.08
2007-01-10,58.93,39.98,541.299988,69.410004,14.27,7.73,210.600006,37.939999,14.89,23.969999,23.72002,13.48,15.87,48.099998,52.360001,1.42,67.620003,16.049999,38.82,63.610001,29.66,24,18.08,25.459999,34.360001,17.85,280,47.439999,34.029999,58.310001,129.429993,37.34,34.307838,35.48,36.68,15.99
2007-01-11,61.200001,40.360001,541.700012,68.690002,14.23,7.77,212.25,38,15.2,24.43,24.33676,13.6,16.09,48.310001,53.529999,1.36,68.080002,16.15,39.330002,68.550003,30.700001,24.030001,18.23,25.555,34.860001,17.440001,400,47.5,34.490002,59.810001,128.779999,37.389999,34.643913,35.540001,37.040001,16.360001
2007-01-12,60.810001,40.27,543.799988,70.349998,14.255,7.89,213,38.5,15.41,24.629999,24.405287,13.56,16.57,47.990002,54.810001,1.3,68.25,16.219999,39.240002,67.75,31.209999,24.1,18.24,25.27,34.779999,17.25,468,48.040001,34.73,60.310001,130.889999,37.279999,34.849293,35.509998,36.900002,16.450001
2007-01-16,61.959999,40.900002,547.700012,69.669998,14.405,7.94,215.100006,38.740002,15.33,24.68,24.52276,13.4,16.620001,48.389999,54.959999,1.3,67.940002,16.57,39.130001,69.129997,31.16,23.959999,18.15,25.459999,34.779999,17.15,468,47.52,34.630001,60.84,131.210007,36.77,34.69059,36.23,36.93,16.33
2007-01-17,58.650002,42.099998,543.900024,70.82,14.6,8.04,213.300003,38.41,15.31,24.700001,24.659815,13.04,15.71,48.43,54.599998,1.3,67.980003,15.9,38.91,68.190002,31.1,23.93,17.950001,25.745001,34.279999,17,468,47.799999,34.490002,60.360001,131.100006,36.349998,34.429199,36.27,36.959999,16.34
2007-01-18,57.830002,40.66,543.900024,70.919998,14.505,8.18,215.850006,39.299999,15.43,24.719999,24.395496,12.76,15.47,48.150002,55.529999,1.3,69.830002,15.84,39.43,67.900002,31,24.219999,17.690001,25.27,34.68,17.209999,468,47.82,35.02,61.509998,132.080002,36.330002,35.073345,36.200001,36.849998,16.139999
2007-01-19,58.290001,40.48,545,72.32,14.565,8.3,214.199997,39.889999,15.55,24.540001,24.640236,12.72,15.76,48.759998,55.029999,1.3,69.529999,15.91,40.220001,67.260002,31.110001,24.5,18,24.605,34.459999,17.23,468,48.040001,35.07,62.349998,132.330002,36.689999,34.774609,36.040001,36.91,16.389999
2007-01-22,57.029999,39.66,546.799988,71.220001,14.805,8.41,214.199997,39.099998,15.52,24.610001,24.503181,12.8,15.46,49.66,54.220001,1.3,68.580002,15.51,39.900002,67.860001,30.719999,24.74,17.75,23.655001,33.939999,17.299999,468,47.880001,35.27,61.5,131.210007,36.25,34.774609,35.75,37.349998,16.32
2007-01-23,53.27,38.759998,544.900024,72.559998,14.9,8.3,217.350006,39.68,15.52,24.5,24.581497,12.48,15.08,49.830002,53.939999,1.3,69.080002,15.37,39.599998,70.150002,30.74,25.41,18.02,24.035,34.189999,17.450001,468,48.259998,35.360001,61.43,132.080002,36.380001,34.998661,36.009998,37.599998,16.09
2007-01-24,53.349998,38.099998,548.299988,72.839996,14.7,8.2,217.199997,40.639999,15.69,24.58,24.97308,12.76,15.04,50.360001,54.959999,1.3,69.580002,15.29,40.720001,72.099998,31.09,25.639999,18.08,24.51,34,17.84,468,47.299999,36.630001,61.48,135.550003,36.889999,35.540119,36.560001,37.790001,16.200001
2007-01-25,53.860001,39.099998,539.299988,71.519997,14.55,8.22,214.649994,38.959999,15.28,24.540001,25.217817,12.96,14.78,50.209999,53.540001,1.3,68.540001,15.13,39.82,69.949997,30.450001,24.950001,17.77,26.030001,33.599998,17.52,481,47.900002,36.790001,60.68,131.699997,36.349998,35.007996,36.080002,37.119999,16.200001
2007-01-26,52.130001,40.200001,546.700012,71.5,14.615,8.42,216.300003,39.07,15.01,24.48,25.119921,13,14.38,49.700001,53.650002,1.3,68.949997,15.08,40.27,70.269997,30.6,25.120001,17.93,26.885,33.560001,17.49,481,47.540001,36.400002,60.189999,131.539993,36.27,35.316067,36.029999,37.459999,15.93
2007-01-29,54.43,41.259998,540.599976,71.529999,14.475,8.37,216.449997,39.02,15.04,24.700001,25.090553,13,14.5,49.470001,54.439999,1.3,69.620003,15.14,40.349998,69.07,30.530001,25.43,18.040001,27.549999,33.689999,17.469999,481,47.119999,36.509998,60.07,131.699997,35.919998,35.502777,35.950001,37.709999,15.98
2007-01-30,53.099998,41.060001,542.700012,73.07,14.685,8.2,219.149994,39.700001,15.49,24.57,25.256975,12.96,13.85,50.18,54.529999,1.5,69.260002,15.14,40.349998,67.5,30.48,25.389999,18.290001,27.17,33.900002,17.65,520,47.880001,37.09,60.439999,132.710007,36.27,36.016228,35.900002,37.939999,16.08
2007-01-31,55.98,41.16,551.299988,72.879997,14.785,8.13,219.899994,39.330002,15.63,24.6,25.912872,12.88,13.68,50.93,55.709999,1.5,70.910004,15.1,41.490002,69.970001,30.860001,24.99,18.450001,26.030001,35.75,17.83,520,47.84,37.630001,61.360001,131.779999,36.52,35.960213,35.919998,37.98,16.08
2007-02-01,57.990002,40.560001,547.299988,74.470001,14.79,8.29,219.149994,39.200001,16,24.76,26.333822,13.08,13.83,51.209999,56.939999,1.5,72.82,15.35,41.869999,72.480003,30.559999,25.559999,18.549999,26.030001,35.580002,17.879999,515,48.599998,37.75,61.799999,133.279999,36.73,35.47477,35.869999,37.689999,16.01
2007-02-02,57.98,40.689999,546.599976,74.040001,14.92,8.23,221.100006,38.240002,15.76,24.66,26.696035,12.64,13.65,50.93,56.68,1.5,73.150002,15.26,41.880001,71.540001,30.190001,23.5,18.6,26.030001,36.75,17.719999,515,48.619999,38.119999,62.029999,131.270004,36.869999,35.633472,35.860001,37.849998,16.190001
2007-02-05,58.41,38.599998,547.5,73.779999,15.04,8.33,221.550003,37.669998,15.46,24.540001,26.666666,12.52,13.57,50.959999,56.5,1.3,72.010002,15.03,41.310001,72.589996,29.610001,23.190001,18.34,25.934999,36.360001,17.77,515,48.860001,37.790001,62.119999,130.460007,36.810001,35.558788,35.689999,38.290001,16.02
2007-02-06,58.310001,39.779999,549.5,73.370003,15.11,8.54,220.5,38.509998,15.43,24.84,27.165932,12.48,13.69,51,56.700001,1.3,73.18,15.21,41.619999,72.080002,29.51,23.17,18.879999,22.514999,36.389999,17.75,318,49.360001,37.509998,62.709999,133.699997,36.950001,35.549454,35.900002,38.060001,16.219999
2007-02-07,58.080002,39.860001,549.5,72.639999,15.105,8.56,220.5,38.580002,15.59,24.84,28.105726,12,13.42,51.209999,56.84,1.3,73.419998,15.13,41.32,73.360001,29.370001,22.91,17.5,22.895,37.009998,18.049999,318,49.259998,37.16,62.799999,132.940002,37.110001,35.558788,35.880001,38.41,16.200001
2007-02-08,59.310001,40.68,544.400024,73.75,15.085,8.55,221.699997,38.869999,15.65,24.52,27.459618,12,13.3,50.93,56.98,1.3,72.5,15.16,42.860001,74.400002,29.26,22.41,17.290001,22.42,37.220001,17.92,256,49.139999,37.380001,62.259998,132.100006,36.990002,35.428093,35.560001,35.43,16.18
2007-02-09,58.139999,40.599998,534,73.32,15.085,8.73,220.199997,39.580002,18.299999,23.809999,27.400881,12.04,12.92,50.419998,56.880001,1.3,72.470001,15.15,43.040001,71.300003,28.98,22.35,17.43,21.375,37.029999,18,256,48.779999,36.900002,61.669998,132.059998,36.57,35.194706,35.360001,35.25,16.139999
2007-02-12,58.880001,40.68,534.299988,72.32,14.955,8.65,218.550003,39.32,18.129999,23.799999,27.165932,11.28,13.13,50.439999,56.740002,1.3,71.830002,15.77,43.360001,69.400002,28.940001,22.209999,17.209999,20.805,37.07,17.9,259,48.66,36.959999,61.799999,131.789993,36.82,35.073345,35.599998,34.93,16.4
2007-02-13,59.169998,39.98,537.099976,72.830002,14.965,8.45,220.5,40.5,17.66,23.75,28.105726,11.92,12.99,50.950001,57.66,1.6,72.32,15.8,43.950001,70.239998,29.01,22.75,17.48,20.52,37.09,18.360001,259,47.799999,37.189999,62.130001,134.860001,37.110001,35.512112,35.869999,35.02,16.049999
2007-02-14,57.790001,41.490002,541.799988,72.190002,14.97,8.51,223.350006,40.779999,17.950001,23.860001,27.371513,11.92,13.23,51.419998,58.619999,1.6,73.029999,16.09,44.330002,70.379997,29.4,23.389999,17.49,20.615,37.48,18.530001,219,48.880001,37.189999,62.439999,136.5,37.110001,36.062904,36.009998,35.299999,16.110001
2007-02-15,57.400002,40.700001,542.099976,71.360001,15,8.6,226.199997,40.02,17.99,23.83,27.400881,11.88,13.85,51.209999,58.720001,1.6,73.580002,15.76,44.529999,70.779999,29.459999,23.48,17.559999,20.33,37.580002,18.58,238,48.32,37.23,62.669998,136.770004,36.959999,35.84819,36.009998,35.650002,16.07
2007-02-16,56.700001,40.279999,541,70.809998,15,8.53,224.100006,39.080002,18.940001,23.549999,27.048458,12.08,13.56,51.25,58.459999,1.5,73.82,15.7,44.099998,68.970001,28.74,23.35,17.719999,20.139999,37.59,18.969999,238,47.900002,37.48,62.91,137.149994,37.16,35.941544,35.759998,35.68,16.07
2007-02-20,56.380001,39.900002,541.900024,70.120003,14.94,8.65,225.149994,39.009998,19.16,22.969999,26.921194,12.32,12.9,51.630001,59.119999,1.5,74.239998,15.64,44.419998,70,28.83,23.34,18.07,20.235001,37.900002,19.120001,238,47.66,37.360001,64.32,136.669998,37.450001,35.717491,35.939999,35.380001,16.219999
2007-02-21,55.73,40.080002,537.5,69.940002,15.005,8.47,224.550003,38.259998,19.76,22.299999,26.725405,12.8,13.19,51.650002,59.169998,1.5,73.639999,15.61,43.98,69.75,29.35,23.209999,17.99,20.424999,38.099998,18.969999,238,47.880001,37.209999,63.610001,135.589996,37.41,35.745499,36.18,35.029999,16.200001
2007-02-22,54.619999,39.299999,535.900024,70.669998,15.065,8.35,225.449997,38.09,19.950001,22.42,26.235928,12.8,13.16,51.639999,59.66,1.3,72.919998,15.61,44.25,72.260002,29.389999,22.860001,17.99,20.52,38.16,19.24,238,47.400002,37.049999,63.119999,135.649994,37.540001,35.885529,36.209999,34,16.33
2007-02-23,54.25,39.099998,537.700012,71.07,15.165,8.3,222.899994,38.16,19.719999,22.85,25.942242,13.04,13.08,51.029999,58.220001,1.3,72.599998,15.4,44.290001,72.589996,28.9,22.870001,17.74,20.33,41.049999,19.27,238,47.099998,37,63.099998,135.5,37.18,35.857525,35.630001,34.630001,16.32
2007-02-26,53.34,38.599998,526.799988,71.410004,15.295,8.26,224.550003,38.599998,19.700001,22.35,25.99119,13.12,12.75,50.810001,56.599998,1.4,71.860001,15.35,44.200001,72.620003,29.07,23.030001,17.75,20.235001,40.139999,19.530001,238,47.299999,37.5,62.549999,137.029999,37.060001,35.838852,35.669998,34.52,16.200001
2007-02-27,51.790001,37.799999,506,68.580002,15.08,7.78,217.949997,37.189999,19.110001,21.959999,25.217817,13.12,12.29,49.220001,52.299999,1.02,69.019997,15.1,43.349998,68.690002,27.870001,22.540001,17.16,19.190001,39.009998,18.450001,238,45.880001,36.150002,59.400002,132.970001,35.669998,34.195812,34.389999,33.830002,16.02
2007-02-28,52.290001,37.900002,503.700012,68.519997,15.255,7.91,225.899994,37.150002,18.85,21.82,25.726871,12.92,12.31,49.389999,52.98,1.4,69,15.12,44.669998,71.059998,28.17,22.99,16.969999,19,39.48,19.299999,238,46.459999,36.799999,61.529999,133.600006,35.57,34.914642,34.700001,34.049999,15.9
2007-03-01,52.080002,38.779999,510.799988,67.599998,15.36,7.77,222.600006,36.380001,19.24,21.799999,25.276554,12.64,12.21,49.200001,53.630001,1.4,67.529999,15.34,44.290001,71.68,28.09,22.76,16.99,17.955,39.130001,19.950001,238,45.5,36.709999,60.900002,131.279999,36,34.634579,34.66,33.75,15.94
2007-03-02,50.650002,38.099998,499.700012,66.790001,15.325,7.59,222,35.84,19,21.549999,24.747919,12.32,11.91,48.189999,52.41,1.4,71.260002,15.2,44.25,69.160004,27.76,22.379999,16.74,19.094999,37.630001,19.959999,289,44.580002,36.439999,61.029999,129.089996,35.740002,34.055779,34.439999,33.389999,15.81
2007-03-05,50.09,36,492.5,66.43,15.095,7.58,219,36.299999,18.950001,20.799999,23.690651,11.84,11.58,47.540001,50.490002,1.4,70.190002,15.09,44.169998,65.129997,27.549999,22.02,16.639999,17.955,37.009998,19.610001,289,44.060001,35.720001,59.790001,127.910004,35.040001,33.729038,34.029999,33.41,15.82
2007-03-06,50.23,37,505.799988,67.669998,15.21,7.64,222.149994,36.759998,19.25,21.5,24.375917,12,11.82,48.52,51.060001,1.4,70.720001,15.05,43.889999,66.790001,27.83,22.690001,16.780001,19.57,38.099998,19.690001,273,45.259998,36,60.73,132.729996,35.48,34.055779,34.66,33.810001,16.01
2007-03-07,49.349998,37,502.200012,68.330002,15.205,7.62,216.600006,36.330002,19.280001,21.48,23.837494,12.28,11.74,48.360001,50.419998,1.4,71,14.95,43.799999,65.220001,27.610001,22.629999,16.620001,19.665001,37.639999,19.809999,273,45.48,35.43,60.599998,132.919998,35.060001,33.308941,34.32,33.77,16.049999
2007-03-08,49.310001,36.900002,505,68.459999,15.24,7.93,218.25,37.09,19.33,21.48,24.356339,12.4,11.83,48.740002,52.68,1.4,72.760002,15.15,44.939999,67.330002,27.32,22.99,16.700001,19.475,37.75,19.540001,444,45.580002,36.509998,61.689999,134.440002,35.139999,34.055779,34.509998,33.84,16.1
2007-03-09,48.93,37.799999,503.299988,68.470001,15.36,7.93,216.899994,36.720001,19.879999,21.219999,25.14929,12.8,11.62,48.82,51.57,1.4,72.82,15.07,44.490002,67.370003,27.290001,22.91,16.799999,19.379999,38.380001,19.469999,392,46.299999,36.549999,61.880001,133.139999,35.23,34.027771,34.5,33.919998,15.93
2007-03-12,49.450001,36.700001,503.600006,68.830002,15.425,7.82,219.75,36.599998,19.92,20.84,25.452766,12.56,11.87,48.84,52.869999,1.4,73,15.06,45.07,67.809998,27.440001,22.780001,16.85,19.094999,38.5,19.469999,353,46.720001,37.060001,62.23,133.399994,35.18,34.149132,34.529999,33.709999,16.049999
2007-03-13,47.439999,36.299999,487.5,67.839996,15.42,7.64,217.350006,35.77,19.43,20.049999,25.903084,12.52,11.87,46.700001,52.220001,1.4,71.529999,14.78,44.099998,67.150002,26.719999,22.219999,16.59,18.525,36.950001,19.040001,353,44.919998,37.259998,60.470001,130.75,33.93,33.729038,33.470001,32.84,15.58
2007-03-14,45.779999,37.200001,490.799988,68.32,15.46,7.51,216.75,35.52,19.49,20.139999,25.589819,12.52,11.75,47.299999,51.02,1.4,70.75,14.88,43.970001,66.980003,27.4,22.4,16.610001,18.24,36.869999,19.4,353,45.419998,37.209999,59.299999,129.979996,34.360001,33.869068,33.650002,33.360001,15.7
2007-03-15,46.540001,36.900002,501.299988,68.870003,15.695,7.59,214.800003,35.540001,19.35,20.889999,25.883505,12.44,11.9,47.700001,51.16,1.4,72.769997,14.9,44.290001,67.599998,27.280001,22.190001,16.610001,18.049999,36.950001,19.129999,310,46.16,36.939999,59.580002,130.740005,34.759998,33.943752,34.099998,33.619999,15.66
2007-03-16,46.389999,38.700001,495.299988,68.080002,15.68,7.55,214.649994,35.09,19.219999,20.879999,25.74645,12.6,11.69,47.029999,50.959999,1.4,71.959999,15,44.360001,66.760002,27.33,22.02,16.280001,17.860001,35.900002,19.040001,310,45.900002,36.98,59.77,129.899994,34.41,33.90641,33.950001,33.52,15.6
2007-03-19,47.860001,38.290001,500.600006,69.379997,15.735,7.82,216.149994,35.41,19.219999,21.049999,26.314243,12.32,11.8,47.580002,51.349998,1.1,72.970001,15,44.990002,67.800003,27.83,22.34,16.51,18.620001,36.669998,19.059999,251,46.439999,37.580002,60.439999,131.550003,34.869999,34.307838,34.25,34.009998,15.68
2007-03-20,48.529999,40.299999,506.399994,70.050003,15.82,7.88,217.5,35.740002,19.34,21.07,26.147821,12.28,11.97,47.75,51.970001,1.1,73.739998,15.12,45.540001,70.639999,27.84,22.540001,16.59,18.24,36.080002,19.15,251,47.380001,37.91,61.139999,132.050003,35.209999,34.522552,34.610001,34.099998,15.59
2007-03-21,49.41,38.200001,520.299988,71.339996,15.835,8.01,221.399994,36.18,20.15,21.43,26.421928,12,12.21,49.049999,52.779999,1.1,74.059998,15.26,46.220001,71.25,28.52,22.870001,16.74,18.809999,36.59,19.290001,251,48.5,38.860001,61.59,133.529999,35.939999,35.176033,35.48,34.400002,15.75
2007-03-22,47.900002,44,518.400024,72.93,16.110001,8.08,219.149994,36.029999,19.82,21.620001,26.382771,12.8,11.7,48.470001,53.02,1.1,74.199997,14.98,46.150002,72.150002,28.27,22.549999,16.700001,19.285,38.060001,19.450001,251,48.259998,39.110001,61.23,132.800003,35.490002,35.484104,34.990002,34.330002,15.76
2007-03-23,47.580002,46,517.200012,73.699997,16.299999,7.89,219.449997,36.439999,20.41,21.440001,26.304455,12.6,11.69,48.52,53.450001,1.1,75.43,15,46.509998,71.269997,28.02,22.639999,16.690001,19,38.5,19.219999,251,48.16,38.880001,61.509998,133.179993,35.52,35.586796,34.959999,34.93,15.69
2007-03-26,46.720001,46.299999,515.400024,74.400002,15.775,7.87,220.199997,36.139999,20.139999,21.549999,26.1674,13.84,11.84,48.700001,52.919998,1.1,75.949997,14.88,46.490002,71.599998,28.219999,22.52,16.59,18.24,38.32,18.719999,251,47.5,39.310001,61.560001,132.699997,35.41,35.166698,34.68,35.150002,15.9
2007-03-27,46.709999,45.299999,510.600006,74.169998,15.86,7.85,221.550003,35.790001,19.76,21.1,25.893293,13.52,11.71,48.57,52.25,0.9,76.029999,14.86,46.23,70.300003,27.719999,22.18,16.49,18.24,38.240002,18.860001,214,49.16,39.439999,60.540001,131.259995,35.02,35.185371,34.400002,34.509998,15.82
2007-03-28,46.41,43,509.600006,74.080002,15.965,7.98,221.100006,34.900002,19.879999,21.07,25.540871,13.24,11.75,47.990002,51.459999,1.2,75.75,14.69,45.330002,69.300003,27.639999,21.610001,16.48,17.764999,37.810001,18.51,214,48.400002,38.950001,59.950001,128.860001,34.73,34.755939,34.139999,34.07,15.94
2007-03-29,45.529999,43.400002,514,74.949997,15.97,7.95,221.850006,34.889999,19.9,20.84,25.501713,13.04,11.59,48.5,52.16,1.2,76.220001,14.63,45.360001,69.889999,27.75,21.719999,16.530001,17.764999,38.529999,19,214,48.700001,39.169998,59.75,129.949997,35.09,35.073345,34.540001,34.720001,16.52
2007-03-30,45.48,44.709999,513.400024,73.959999,15.9,7.89,224.25,34.869999,20.049999,21.040001,25.756241,12.96,11.51,48.380001,52.939999,1.2,76.610001,14.7,45.049999,69.519997,27.870001,21.4,16.52,17.290001,38.82,18.959999,214,50.099998,39.43,59.259998,128.160004,35.029999,35.400085,34.43,34.41,16.299999
2007-04-02,45.049999,44.799999,510.5,74.830002,15.875,8.09,225.75,34.689999,20.91,21.26,26.206558,13.32,11.45,48.240002,53.740002,1.2,77.489998,14.75,45.060001,71.580002,27.74,21.540001,16.5,18.809999,39.099998,19.299999,214,50.720001,39.459999,59.93,126.919998,34.799999,35.316067,34.009998,34.650002,16.23
2007-04-03,47.869999,47,514.099976,75.339996,15.955,8.08,228.149994,35.490002,21.93,21.370001,26.138033,13.48,11.86,48.560001,54.169998,1.2,78,15.08,45.549999,72.580002,27.870001,21.559999,16.33,18.620001,40.150002,19.4,214,50.48,39.740002,60.82,126.980003,35.110001,35.586796,34.509998,34.990002,16.370001
2007-04-04,46.490002,46,513.599976,75.550003,16.040001,8.04,226.199997,36.009998,21.620001,21.26,26.284876,13.64,11.7,48.560001,54.080002,1.2,77.980003,15.1,45.5,73.029999,28.5,21.809999,16.4,18.43,40.119999,19.639999,214,50.299999,39.23,60.59,127.739998,34.810001,35.493443,34.34,34.73,16.18
2007-04-05,47.049999,45.939999,515.700012,75.610001,16.035,8.01,227.25,35.490002,20.809999,21.18,26.324034,13.64,11.75,48.77,54.130001,1.02,78.379997,15.08,46,72.07,28.549999,21.780001,16.42,18.334999,40.040001,19.6,214,49.959999,39.27,61.110001,126.489998,34.650002,35.47477,34.439999,34.529999,16.08
2007-04-09,47.810001,48,515.799988,75.489998,16.045,8.08,228,35.299999,21.280001,21.030001,26.206558,13.76,11.91,49,54.59,1.2,78.470001,15.13,46.310001,72.57,28.57,21.82,16.700001,18.049999,39.950001,19.27,214,49.779999,39.330002,61.380001,126.290001,34.450001,35.47477,34.369999,34.43,16.08
2007-04-10,45.84,49,524,77.040001,16.025,8.19,231.300003,34.759998,21.17,21.01,26.177191,13.76,11.73,49.240002,54.91,1.2,77.75,15.01,45.73,71.769997,28.4,21.6,16.48,17.860001,40.52,19.33,214,49.919998,39.450001,60.560001,126.489998,34.470001,35.288059,34.41,34.630001,16.15
2007-04-11,45.009998,49.5,518,76.559998,16.135,8.13,231.899994,33.98,20.92,20.879999,25.893293,14.2,11.51,49.150002,54.849998,1.2,77.199997,15.24,44.860001,71.07,28.110001,21.17,15.8,18.334999,39.580002,19.18,232,49.959999,38.939999,59.68,124.540001,33.919998,34.895969,34.169998,34.290001,16.82
2007-04-12,44.119999,52.5,516.5,77.169998,16.235001,8.09,231.75,34.220001,20.92,20.860001,25.736662,14.16,11.24,49.200001,55.610001,1.2,77.980003,15.2,45.400002,71.889999,28.540001,21.18,15.97,18.43,39.299999,19.799999,256,50.32,38.66,59.950001,124.400002,34.110001,34.886635,34.34,34.16,16.879999
2007-04-13,45.23,53.09,516,77.010002,15.955,8.02,229.800003,33.880001,21,20.92,25.9814,14.2,11.19,49.09,54.919998,1.2,77.239998,15.16,45.099998,72.540001,28.610001,20.84,16.469999,18.43,39.389999,19.93,256,49.720001,38.84,59.650002,121.519997,34.450001,34.905308,34.630001,33.98,16.610001
2007-04-16,45.34,54.5,529.299988,77.870003,16.040001,8.03,231.300003,34.34,21.17,21.33,26.255507,14.36,11.18,49.970001,55.48,1.2,76.769997,15.29,45.400002,72.050003,28.73,20.809999,17,18.525,41.970001,20.200001,256,50.080002,39.259998,60.169998,122.730003,35.209999,35.353409,35.509998,34.299999,16.34
2007-04-17,45.950001,52.700001,525.299988,77.959999,16.120001,7.85,232.199997,34.049999,21.030001,21.75,26.470877,14.8,11.22,50.18,55.830002,1.2,77.949997,15.2,45.220001,72.040001,28.85,20.469999,16.969999,21.66,42.279999,20.41,256,50.860001,39.189999,60.610001,122.290001,35.040001,34.970654,35.25,34.459999,16.4
2007-04-18,46.98,54.799999,529.900024,77.769997,16.389999,7.82,231.899994,34.5,21.34,21.809999,26.284876,14.92,11.53,52.07,55.599998,1.2,78.309998,15.66,44.799999,72.449997,28.6,20.43,16.790001,21.09,42.009998,20.639999,256,49.560001,38.970001,60.810001,123.660004,34.860001,34.933311,35.950001,35.02,16.42
2007-04-19,45.419998,52.5,530.900024,76.809998,16.375,7.74,234.300003,34.810001,21.02,21.83,25.638767,14.84,11.27,52.09,55.810001,1.02,78.580002,15.37,44.810001,71.32,28.690001,20.450001,16.639999,20.709999,41.459999,20.280001,256,50.439999,39.310001,61.259998,124.169998,34.560001,35.01733,36.139999,34.75,16.450001
2007-04-20,45.310001,60,534.200012,78.449997,16.455,7.75,237.899994,34.950001,21.610001,22.559999,25.805189,15,11.23,52.540001,56.720001,1.02,78.889999,14.97,45.060001,71.160004,29.02,20.700001,16.92,20.139999,41.66,20.440001,256,50.380001,39.869999,62.119999,125.93,34.860001,35.390751,36.299999,34.849998,16.870001
2007-04-23,43.209999,57.799999,531.099976,77.559998,16.469999,7.83,236.850006,34.779999,21.75,22.67,26.108664,14.92,10.99,52.279999,56.68,1.02,77.919998,14.76,44.869999,70.459999,28.780001,20.629999,16.82,19.285,41.240002,20.040001,256,50.080002,39.77,61.43,124.870003,34.380001,35.054672,36.02,35.57,17
2007-04-24,42.77,61.5,528.099976,77.099998,16.445,7.82,236.550003,34.18,21.959999,22.639999,25.766031,14.88,10.71,52.16,56.18,1.02,76.889999,14.53,44.560001,69.809998,28.790001,20.66,16.58,20.709999,41.02,20.27,256,48.799999,39.099998,60.330002,123.889999,34.209999,35.101353,35.779999,35.25,17.120001
2007-04-25,42.650002,63.400002,538,78.32,16.575001,7.88,238.350006,34.119999,21.889999,22.780001,25.873714,15.6,10.31,52.82,55.880001,1.02,77.730003,14.55,45.080002,69.620003,28.99,20.549999,16.549999,20.139999,41.400002,20.41,181,50,39.139999,60.52,122.93,34.450001,35.148029,36.279999,35.41,17.120001
2007-04-26,39.330002,61.099998,535.599976,78.18,16.299999,8.2,235.649994,34.200001,22.200001,22.98,25.854136,15.56,10.37,52.939999,56.150002,1.02,77.139999,14.51,45.23,70.529999,29.1,20.57,17.17,19.475,41.279999,20.27,158,49.380001,38.959999,60.950001,122.349998,34.349998,35.446762,36.07,35.349998,17.110001
2007-04-27,37.18,63.700001,533.700012,78.080002,16.299999,8.05,234.149994,34.639999,22.01,22.75,25.491924,15.56,10,52.549999,56.209999,1.02,76.339996,14.29,44.759998,68.970001,30.120001,20.33,17.51,19.57,40.290001,20.209999,158,50.02,38.639999,60.77,122,34.200001,35.372078,35.939999,38.130001,17.120001
2007-04-30,36.939999,64.400002,536.200012,77.790001,16.225,8.04,233.550003,34.43,22.030001,22.610001,25.100342,15.12,9.91,52.099998,54.919998,1.02,74.040001,14.35,43.919998,67.25,29.940001,20.16,17.33,20.235001,39.599998,20.030001,161,49.779999,38.720001,59.369999,121.419998,33.5,35.642807,35.889999,37.41,17.01
2007-05-01,37.060001,64,542,78.349998,16.125,8.05,236.699997,34.130001,22.389999,22.85,24.689182,14.4,9.9,52.259998,55.18,1.02,74.639999,14.26,43.98,66.82,30.4,20.34,17.190001,19.094999,40.130001,20.01,168,51.060001,38.84,59.639999,121.529999,33.689999,35.950878,36.040001,37.52,17.030001
