"","TGT.Close","TGT.Volume","FTR.Close","FTR.Volume","UBSI.Close","UBSI.Volume","HD.Close","HD.Volume","JPM.Close","JPM.Volume","XOM.Close","XOM.Volume","CVX.Close","CVX.Volume","NSANY.Close","NSANY.Volume","GNBT.Close","GNBT.Volume","MGM.Close","MGM.Volume","TEVA.Close","TEVA.Volume","HST.Close","HST.Volume","FCAU.Close","FCAU.Volume","WFC.Close","WFC.Volume","WWE.Close","WWE.Volume","INO.Close","INO.Volume","QSR.Close","QSR.Volume","GRPN.Close","GRPN.Volume","SCE.PB.Close","SCE.PB.Volume","FFIN.Close","FFIN.Volume","GOOG.Close","GOOG.Volume","WM.Close","WM.Volume","ONCY.Close","ONCY.Volume","S.Close","S.Volume","GM.Close","GM.Volume","F.Close","F.Volume","ASCCY.Close","ASCCY.Volume","ARWR.Close","ARWR.Volume","COST.Close","COST.Volume","AAL.Close","AAL.Volume","JWN.Close","JWN.Volume","CSSEP.Close","CSSEP.Volume","NUS.Close","NUS.Volume","AMC.Close","AMC.Volume","ADDYY.Close","ADDYY.Volume","KSS.Close","KSS.Volume","MSFT.Close","MSFT.Volume","LUV.Close","LUV.Volume","HMC.Close","HMC.Volume","PCG.Close","PCG.Volume","DLTR.Close","DLTR.Volume","KGJI.Close","KGJI.Volume","NKE.Close","NKE.Volume","AMZN.Close","AMZN.Volume","ROST.Close","ROST.Volume","TMUS.Close","TMUS.Volume","WMT.Close","WMT.Volume","TJX.Close","TJX.Volume","TM.Close","TM.Volume","PBYI.Close","PBYI.Volume","T.Close","T.Volume","JNJ.Close","JNJ.Volume","C.Close","C.Volume","EPD.Close","EPD.Volume","VZ.Close","VZ.Volume","HRB.Close","HRB.Volume","NFLX.Close","NFLX.Volume","AAP.Close","AAP.Volume","HOFT.Close","HOFT.Volume","SIG.Close","SIG.Volume","SDC.Close","SDC.Volume","RRGB.Close","RRGB.Volume","M.Close","M.Volume","JBLU.Close","JBLU.Volume","YELP.Close","YELP.Volume"
"2014-10-22",61.330002,3790600,93.900002,461100,32.27,180500,93.339996,5908900,57.450001,13750700,93.129997,12733600,114,7211600,17.73,58900,NA,NA,22.120001,6550100,53.209999,3597300,22.27,5186700,6.19079,1314800,50.169998,20078200,12.84,1252900,10.95,1298900,NA,NA,6.14,10077100,21.120001,1000,14.265,356600,531.251465,2919200,47.189999,1895700,4.465,26100,6.06,19744000,31.309999,17845800,14.13,24285200,NA,NA,6.75,1771500,130.539993,1880000,37.040001,18958400,71.040001,1162000,NA,NA,47.23,1369200,22.440001,145000,36.48,73700,58.43,2113400,44.380001,33570900,34.200001,12749800,31.620001,570900,46.25,3089600,57.560001,1315100,1.22,72200,44.93,7087800,312.970001,3125900,39.695,3373200,27.049999,7577800,76.029999,5927600,30.809999,11141400,112.269997,413600,228.380005,174500,34.5,24963100,101.220001,9360100,50.700001,16664500,38.02,2383800,48.310001,13316000,30.26,1088100,53.521427,32150300,138.779999,864000,15.14,18600,110.160004,673600,NA,NA,50.59,127900,57.619999,3538400,11.18,8528100,70.230003,8743100
"2014-10-23",62.029999,3412700,94.199997,438200,32.5,210500,94.800003,5923100,58.060001,12641900,94.110001,11345100,116.190002,7195500,17.76,134400,NA,NA,22.360001,6040600,53.599998,2465000,22.549999,7718600,6.335526,2527100,50.599998,14394500,13.34,697500,11.2,890500,NA,NA,6.19,11088100,21.799999,1433,14.445,370400,542.490601,2348800,47.889999,1589000,4.655,22400,6.09,14043100,30.93,25436900,14.4,30418400,NA,NA,6.92,3334300,130.589996,1763600,38.48,33292000,71.769997,1240100,NA,NA,48.639999,1222100,23.02,127800,37.049999,86600,59.200001,2137600,45.02,45451900,33.25,23476100,31.620001,475700,46.189999,2501400,58.509998,2212300,1.2,14000,45.185001,6191800,313.179993,9038200,40.040001,3319200,27.77,4430700,76.25,6367100,31.17,6644600,113.410004,408300,242.490005,236100,33.66,55879200,102.629997,7570400,51.41,15167500,38.23,2001400,48.220001,15039200,30.799999,2208600,54.720001,19916400,140.779999,1624900,15.24,30500,113.040001,881300,NA,NA,48.709999,268900,58.389999,4902200,10.86,16637000,57.169998,27129400
"2014-10-24",61.57,3984500,94.199997,268500,32.470001,111600,94.989998,4825200,58.740002,13758000,94.489998,9734100,115.910004,5507900,17.68,100600,NA,NA,22.58,5706100,53.619999,2917600,22.690001,5411000,6.25,2679700,51.200001,10888600,13.27,504400,11.31,521500,NA,NA,6.05,11116800,21.103901,301,14.505,171000,538.302063,1973100,47.959999,1090400,4.56,15700,6.08,10993100,30.040001,30313800,13.78,91944000,NA,NA,7.16,3215600,130.440002,2490300,39.82,17834100,71.199997,1266500,NA,NA,49.209999,680400,23.42,83100,36.560001,81600,59.09,3158600,46.130001,61076700,33.869999,9844200,31.07,1026000,47.169998,2865000,58.939999,1692300,1.19,64300,45.450001,4931000,287.059998,19801100,40.25,2817200,28.120001,3212400,76.379997,4479600,31.040001,6324000,114.510002,312500,241.050003,128000,33.869999,29835100,103.129997,5973100,51.799999,13284400,38.5,4272000,48.77,13549500,30.93,888200,55.002857,14657300,142.039993,958300,15.25,16000,115.830002,1384100,NA,NA,49.73,355800,58.98,6767400,10.96,7234900,59.419998,7388300
"2014-10-27",61.560001,3630500,94.949997,320000,32.73,91900,95.470001,4465100,58.639999,11087100,93.709999,11387700,115.019997,6714600,17.59,92900,NA,NA,22.67,5727300,54,2769200,22.780001,5868500,6.078948,5385000,51.310001,11654500,13.5,444200,11.31,536300,NA,NA,5.93,10251400,21.35,2100,14.68,220400,539.289368,1185300,48.119999,1066900,4.655,22000,6.04,9300300,30.08,12790200,13.82,61472200,NA,NA,6.96,1436800,130.919998,1629600,39.91,13353100,71.68,894400,NA,NA,47.66,1022900,23.59,98400,36.27,32500,58.549999,3097300,45.91,30371300,34.049999,8823600,30.82,891700,46.57,4021700,58.799999,1254400,1.19,26400,45.82,5819400,289.970001,5950600,40.310001,3369800,27.99,4876000,76.589996,4107400,31.415001,5002600,114.339996,198500,245.25,197600,34.110001,25358800,104.07,7043900,51.59,12134600,38.419998,2350700,49.419998,13089800,30.969999,669300,54.200001,14944300,144.460007,464800,15.3,58200,116.839996,696600,NA,NA,51.080002,330300,58.490002,4577800,11.08,7301100,57.209999,4968600
"2014-10-28",60.650002,4976500,96.300003,373100,33.93,339200,96.589996,5260100,59.630001,13625000,95.099998,12564100,117.129997,7272600,17.540001,85600,NA,NA,22.91,7899800,54.799999,2932200,22.91,7664400,6.394737,3094700,51.779999,13267200,13.74,540400,11.38,645000,NA,NA,6,15081300,20.9,5283,15.135,441200,547.397095,1270900,48.419998,1391100,5.415,40400,6.04,33266000,31.17,26071300,14.16,36821800,NA,NA,6.87,2134500,131.059998,1439700,40.240002,12185300,71.260002,1174300,NA,NA,49.459999,1293100,24.4,293700,36.66,38400,54.66,9071200,46.490002,29049800,34.529999,8740800,29.99,3091500,47.52,5065700,58.98,1467600,1.19,15000,46.224998,6358400,295.589996,5572600,40.16,2736000,28.85,7743600,76.349998,4979600,31.35,5572400,115.099998,389900,252.889999,208100,34.330002,26041400,104.790001,10347800,52.439999,16529200,38.599998,2773800,49.959999,13245900,31.450001,1075800,55.174286,11736900,145.779999,664300,15.4,40800,117.639999,696600,NA,NA,53.369999,234400,57.27,6225400,11.38,6688800,59.110001,3417900
"2014-10-29",60.889999,2992200,96.599998,596700,34.169998,316000,96.419998,4275400,59.290001,16712100,94.589996,12409100,117.139999,6873700,17.65,60700,NA,NA,22.889999,10005100,54.490002,3626700,23.030001,10916100,7.138158,22753300,52.169998,16546900,13.27,958800,11.2,524100,NA,NA,5.79,23923500,NA,NA,15.34,429000,547.825928,1770500,47.73,4958800,6.84,281400,6,17347900,30.719999,11638300,13.91,31263900,NA,NA,6.7,1922500,131.929993,1705800,39.939999,15782400,71.379997,930000,NA,NA,48.939999,1006900,25.16,680600,36.43,40100,54.439999,3545800,46.619999,30276100,34.130001,7411900,30.690001,1516400,48.509998,5829100,58.799999,1434000,1.2,26000,45.974998,4998600,294.119995,4881900,40.035,2032200,28.59,4279200,76.389999,5759700,31.360001,5735800,115.809998,245800,244.25,155500,34.400002,22629600,105.559998,8188300,52.650002,16322200,38.080002,3597800,49.830002,11724200,31.559999,1167100,54.014286,12507600,145.029999,490800,15.4,21600,117.57,833400,NA,NA,53.119999,120900,57.450001,5129000,11.54,7247400,56.68,4084000
"2014-10-30",61.779999,2303500,96.900002,359600,34.310001,216000,97.519997,4115800,59.389999,14709800,94.449997,9767900,117.199997,5174400,17.639999,62300,NA,NA,22.98,21674100,56.470001,8363700,22.98,6529000,7.131579,4582400,52.459999,14107600,12.51,1988900,11.43,849100,NA,NA,5.99,31573400,20.9,1000,15.5,377200,548.803284,1455600,48.549999,2767200,7.79,183600,6,31508900,30.780001,10074100,13.95,25506000,NA,NA,6.73,1491500,133,1302100,40.299999,10566600,72.410004,1154300,NA,NA,52.82,2115300,25.42,150300,36.07,41000,54.799999,2165700,46.049999,30073900,34.130001,6727200,30.65,1050800,49.849998,5973000,59.52,1603900,1.19,32900,46.5,4585200,299.070007,4055200,40.415001,1686600,28.85,4251000,76.449997,4872400,31.625,5512600,115.860001,194900,247.429993,121400,34.509998,18482200,107.040001,9068300,53.150002,21027700,37.169998,2483600,49.900002,11979100,31.66,1102000,54.144287,10593800,145.710007,461400,15.36,48100,119.449997,738100,NA,NA,54.25,179000,57.900002,3475700,11.18,9076300,57.279999,3272000
"2014-10-31",61.82,4231400,98.099998,646200,34.279999,517600,97.519997,6335900,60.48,18347600,96.709999,17493700,119.949997,10669500,18.450001,610700,NA,NA,23.25,10860200,56.470001,7774800,23.309999,8589100,7.539474,10412400,53.09,21126300,12.35,856700,11.36,804000,NA,NA,7.31,88355100,NA,NA,15.89,498400,557.549255,2035000,48.889999,3261900,9.5,608600,5.93,30141800,31.4,15539000,14.09,37277800,NA,NA,6.52,2971200,133.369995,2373900,41.349998,13008200,72.610001,1253600,NA,NA,52.830002,1177700,25.4,148100,36.310001,46000,54.220001,3384900,46.950001,35849700,34.48,6436600,32.119999,1073800,50.32,4897800,60.57,3760300,1.19,22200,46.485001,6463600,305.459991,4550700,40.360001,2231200,29.190001,4119300,76.269997,7570700,31.66,6801800,121.349998,1280500,250.600006,206600,34.84,24030300,107.779999,10800100,53.529999,27639400,36.900002,5292100,50.25,17777600,32.310001,1805300,56.110001,20470100,146.960007,731400,15.29,19700,120.010002,1205300,NA,NA,54.970001,452900,57.82,5680500,11.54,10069300,60,4378500
"2014-11-03",61.59,2728000,97.349998,581200,34.419998,247900,96.089996,7614200,60.880001,11841200,95.260002,13410000,116.779999,10343300,18.6,92400,NA,NA,23.02,9504700,57.799999,8214000,23.219999,6751000,7.388158,3585900,53.369999,14349500,13.04,1456500,11.65,789800,NA,NA,7.37,31069200,20.84,2196,15.835,481400,553.699829,1382200,48.610001,2212400,8.36,227100,6.2,36218900,31.18,9931100,13.99,31620700,NA,NA,6.52,1320100,134.270004,1947000,42,8441400,72.540001,960600,NA,NA,52.27,1550300,24.950001,223200,35.889999,30000,54.950001,2184600,47.439999,23130400,35.310001,7229100,32.400002,1100700,50.939999,3373300,60.889999,1783000,1.2,13800,46.724998,4862800,305.720001,3242500,40.619999,1949600,29.309999,7142200,76.279999,6894400,31.950001,7073600,122,856900,248.460007,128100,34.84,22213400,107.459999,7082600,53.470001,12123000,37.09,5356000,50.389999,11574000,32.220001,1010000,55.487144,17581200,147.759995,891500,15.31,29900,119.650002,834700,NA,NA,54.889999,539400,57.25,5436800,11.74,6949700,61.32,6988900
"2014-11-04",61.369999,3038300,94.5,1148900,34.32,173400,95.959999,5349600,60.25,15295800,94.519997,13498500,115.370003,9585800,18.610001,140700,NA,NA,22.33,15768500,57.990002,5788500,22.959999,8603400,7.269737,2124200,53.27,14931500,13.39,793100,11.53,602900,NA,NA,7.84,42318800,20.52,2589,15.76,361600,552.592834,1244200,48.34,3713700,7.695,152800,5.18,160674000,30.82,12058300,13.95,19695700,NA,NA,6.41,1473400,136.550003,2802500,42.700001,17421200,72.029999,1562400,NA,NA,50.419998,2761000,24.52,297100,35.360001,37300,55.169998,2236000,47.57,21530800,36.43,11373900,31.02,1051700,50.68,3430200,60.849998,1019400,1.19,50700,46.974998,4441400,302.809998,3427400,40.220001,4103000,28.450001,4398800,77.260002,6904900,31.93,5553200,119.400002,569600,239.820007,429100,34.790001,17839600,108.620003,9349000,53.189999,13618000,36.439999,2821900,50.330002,14042000,32,823300,54.682858,11389700,148.440002,1029200,15.24,18300,119.620003,485400,NA,NA,63.419998,1129300,56.299999,10048600,12.14,9612300,60.099998,2515800
"2014-11-05",61.119999,2687700,98.699997,1019800,34.669998,148600,95.779999,5002700,61.150002,14063800,95.07,12480000,117.050003,6603300,18.52,95600,NA,NA,21.719999,15799300,57.790001,4555400,22.879999,8245900,7.328948,1596700,53.529999,14496900,13.12,372500,11.23,774300,NA,NA,7.62,21726100,20.843,250,15.82,271200,544.425293,2032200,48.889999,1707000,6.745,95700,4.92,42666200,30.73,11109600,13.94,26042800,NA,NA,6.19,1765600,136.5,2116800,42.25,11528800,72.260002,943600,NA,NA,43.759998,9305700,24.42,184500,35.34,20300,55.09,1838600,47.860001,22449600,36.75,9807200,31.690001,633400,50.299999,11541500,61.130001,1331800,1.21,49700,47.34,6513800,296.519989,4674500,40.384998,1566000,28.540001,2820600,77.699997,5673800,31.860001,6209600,121.370003,394100,237.660004,214000,34.919998,15587500,108.82,6966800,54.02,18546200,36.709999,2323300,50.34,11064100,32.25,1080100,54.34,13645800,149.369995,1416400,15.22,13200,119.970001,599900,NA,NA,66.089996,725100,57.200001,5171100,12.13,9347000,57.650002,3177800
"2014-11-06",61.889999,3956100,95.099998,1007500,34.970001,131600,97.290001,4016900,61.23,10421600,96.260002,14731400,118.529999,6383800,18.4,37800,NA,NA,21.870001,7012700,58.720001,6665300,22.790001,5877200,7.223684,1119400,54.060001,15328100,13.23,681800,11.07,728300,NA,NA,7.52,18863600,20.26,1501,15.81,231400,540.555908,1333200,49.23,1643800,5.89,96700,4.69,45511900,31.370001,12729500,14.19,36431700,NA,NA,6.305,1737100,137.089996,1685900,43.139999,14477200,73.68,1505600,NA,NA,40.549999,3773300,25.09,284000,36.650002,39500,56.810001,3660300,48.700001,33037800,37.939999,9823400,31.66,470000,49.34,6200000,62.110001,1975400,1.19,23900,47.299999,5482000,296.640015,3758100,40.939999,2497400,28.16,3442100,77.809998,4621900,32.279999,7295200,119.830002,435500,240.169998,231700,34.720001,17443700,109.010002,6200300,53.990002,13621300,36.57,1987000,50.279999,13293200,32.41,766200,54.757141,9991800,145.559998,3398600,15.19,7700,121.32,1009900,NA,NA,68.269997,353400,59.040001,5538600,12.81,12168800,58.779999,2123900
"2014-11-07",64.169998,7531300,96.599998,355000,35.150002,158700,97.650002,3429600,61.470001,12384600,96.589996,13233500,118.800003,7366600,18.190001,50000,NA,NA,21.940001,5783400,57.700001,6540500,22.66,5432900,7.197369,1103200,53.84,13312700,13.27,672700,11.23,711000,NA,NA,7.5,12466500,20.309999,200,15.835,188600,539.528748,1633700,49.450001,1578500,6.65,122000,4.72,27541700,31.59,10070900,14.17,30254700,NA,NA,6.06,6273300,137.710007,1589400,43.200001,9022600,73.43,1354800,NA,NA,40.5,2259400,25.719999,170300,36.970001,18800,57.220001,2439500,48.68,28000600,38.240002,9598200,31.620001,1077800,50.349998,3038600,61.560001,1651100,1.21,46900,46.889999,4909800,299.859985,2647400,40.705002,2403000,28.34,1785000,78.769997,9498800,32,5833800,118.669998,570800,236.889999,401700,34.91,17983700,108.199997,6652600,53.75,13479200,37.619999,2652000,50.860001,14008700,32.689999,1254300,54.880001,9303700,141.850006,1321000,15.21,6700,120.290001,999100,NA,NA,68.260002,343600,59.880001,6480200,12.56,8050700,58.41,1556900
"2014-11-10",65.519997,7876600,97.5,485200,35.639999,188300,98.160004,3662300,61.93,10801000,96.279999,9087600,117.919998,6114600,18.290001,50200,NA,NA,22.139999,6684800,58.040001,5593700,22.76,5804900,7.269737,1373100,53.830002,11837300,13.15,408900,11.24,1346800,NA,NA,7.43,12023700,20.58,200,15.94,230400,545.990967,1134600,49.490002,1966400,7.98,203700,4.88,24858700,31.120001,10297800,14,36413300,NA,NA,6.21,5049800,137.690002,1958000,43.830002,13171000,72.389999,1669700,NA,NA,41.639999,1893800,25.6,101000,37.200001,24900,56.57,2108600,48.889999,36370100,39.119999,9662700,31.549999,759700,50.77,2312200,61.849998,1601400,1.19,73600,47.48,5898200,305.109985,2809100,41.154999,2874000,28.799999,7314600,79.440002,12640500,31.959999,6252800,117.970001,429800,244.789993,255300,35.119999,17921700,108.82,7573300,53.889999,11235500,37.73,2450700,50.720001,17367600,32.900002,1476100,55.324287,9711100,145.169998,1164700,15.06,16300,122.400002,947900,NA,NA,69.169998,240600,59.259998,6047400,13.09,6903800,59.07,1215200
"2014-11-11",65.720001,3418200,97.5,337100,35.52,165600,98.139999,3818400,61.369999,12539800,96.410004,7990000,118.440002,3957000,18.49,86800,NA,NA,22.559999,6128300,58.189999,4507400,22.76,3130700,7.513158,3950400,53.580002,12520500,13.3,553400,11.3,633400,NA,NA,7.8,18500400,NA,NA,15.815,345800,548.783325,965500,49.360001,1315900,7.695,70000,4.89,24425100,31.35,7537800,14.37,35345600,NA,NA,6.5,3239900,137.050003,1495500,43.439999,11048700,70.480003,3712900,NA,NA,40.189999,1221000,25.85,106200,37.529999,31400,56.23,1916900,48.869999,23445200,39.369999,9180900,31.01,2505800,50.549999,1791300,61.509998,1177400,1.2,23000,47.439999,4563200,312.01001,3803600,40.965,2545000,28.530001,1494300,79.010002,5602400,31.625,8777600,119.139999,526100,240.350006,404300,35.099998,12293600,108.910004,6221100,53.810001,9524300,37.73,2046700,50.610001,9159700,32.93,858400,54.650002,14838600,144.979996,524800,15.24,13200,121.029999,566900,NA,NA,68.800003,242000,58.59,9995500,12.95,8828800,62.310001,3409200
"2014-11-12",66.720001,6236600,101.699997,637100,36.150002,226300,98.489998,4629400,60.560001,17219600,95.379997,11592800,117.650002,4923900,18.290001,96800,NA,NA,22.540001,2999900,58.439999,4960600,22.68,3534500,7.677631,3155600,53.540001,10687900,12.79,2006300,11.1,615400,NA,NA,8.1,45674900,20.700001,3246,16.094999,254600,545.811462,1129600,49.380001,1239100,7.98,52200,5,39086400,31.42,7456100,14.58,36221100,NA,NA,6.53,2255600,136.899994,1910200,43.43,7705300,72.849998,2692500,NA,NA,40.369999,1527600,25.82,122200,37.23,32300,57.91,4057100,48.779999,22722100,39.369999,6452600,31.190001,691600,50.139999,4172200,61.82,1837700,1.19,67400,47.904999,5018400,311.51001,2183000,41.395,3440200,28.360001,1829600,79.199997,6791200,31.865,11916200,118.790001,252800,236.119995,358800,35.400002,18750000,108.75,4895900,53.419998,10271800,37.799999,2430800,50.82,9888700,32.939999,999700,54.837143,10958500,146.270004,579800,15.24,19400,122.610001,716100,NA,NA,69.760002,204400,61.57,17134000,12.53,10813000,60.580002,3528000
"2014-11-13",67.5,7880200,100.949997,371300,35.68,154500,99,3182800,60.23,12240400,94.660004,12355400,116.449997,11019900,18.540001,69500,NA,NA,22.65,6423400,57.169998,5445600,22.73,4567600,8.111842,6924500,53.389999,13494400,12.13,1424000,11.01,400100,NA,NA,7.77,14439100,NA,NA,15.915,203200,543.88678,1339300,49.369999,1115400,7.41,47300,5,19349300,31.65,8353900,14.93,50292300,NA,NA,6.22,1892900,138.710007,2235900,44.119999,11135000,73.25,3020500,NA,NA,39.720001,1667800,25.629999,83500,38.450001,71500,56.07,4895600,49.610001,26210400,39.459999,6694000,31.530001,1092500,49.77,3588200,61.990002,1749400,1.19,195600,48.060001,5417400,316.480011,3686400,41.279999,2607600,27.969999,1865900,82.940002,22812400,31.75,7614600,119.82,269800,239.490005,229700,35.610001,20900800,109.07,4860000,53.439999,12668400,37.27,2672500,51.200001,11267100,32.25,2233400,54.201427,10490200,146,519400,15.33,15600,122.519997,441500,NA,NA,68.889999,213000,61.57,7326000,12.59,7146100,58.099998,4310900
"2014-11-14",68.129997,5487900,102.150002,451200,35.509998,176700,98.239998,4085500,60.279999,6803400,95.089996,9352500,116.32,4891700,18.58,52700,NA,NA,22.719999,5300100,57.07,3026000,22.67,3378500,8.157895,4562200,53.349998,9488400,11.94,881000,11,634700,NA,NA,7.84,12985700,20.690001,1101,15.9,203000,542.909424,1289500,49.09,1230300,7.03,30400,5.05,17308700,31.790001,8498700,15.14,37093200,NA,NA,6.04,2585200,138.479996,1598600,44.009998,8746200,74.169998,4140600,NA,NA,39.400002,1272500,25.52,166100,39.459999,69100,57.119999,2543100,49.580002,29081700,38.950001,7353800,31.99,506600,49.650002,3046800,62.060001,2011500,1.15,265300,47.75,6406800,327.820007,8877800,40.689999,3748000,28.549999,2798100,82.959999,10636600,31.16,13362200,119.82,214200,216.220001,689300,35.900002,20554300,108.160004,5650700,53.380001,11345500,37.23,2101400,51.5,12742100,32.540001,1294500,55.148571,10988600,144.809998,563200,15.14,13200,121.720001,789900,NA,NA,68.510002,189300,62.049999,5356100,12.6,4796300,59.82,2454300
"2014-11-17",67.129997,7260900,102.449997,355700,35.369999,152100,98.029999,8581600,60.380001,9017600,95.110001,8704400,115.75,5713700,18.32,124400,NA,NA,22.42,5682100,57.240002,3703900,22.6,4385200,8.243421,2312900,53.439999,9657900,11.65,631700,9.93,2046300,NA,NA,7.57,12761400,20.700001,3045,15.66,198800,535.041016,1726000,49.09,1149000,6.935,20200,4.91,12927600,32.310001,11900500,15.54,46517300,NA,NA,5.94,1449100,138.470001,1228100,43.689999,8691700,73.269997,1617000,NA,NA,38.279999,1542000,25.379999,166000,39.25,31900,57.34,2461400,49.459999,30318600,39.07,6282700,31.51,1126400,50.580002,4502900,61.470001,1940700,1.17,102600,48.029999,5931000,323.049988,4784900,40.669998,2605600,27.950001,5679900,83.57,7993400,30.77,12266000,118.589996,324100,211.550003,362200,35.849998,12958800,108.300003,5233000,53.57,10191900,37.400002,1978900,51.400002,6887100,32.41,1110000,54.44857,9225300,145.830002,557800,15.21,5300,120.010002,1015900,NA,NA,67.449997,160500,61.610001,4124400,12.38,6980400,58,2037400
"2014-11-18",67.510002,5575400,102.900002,427700,35.369999,144400,95.980003,10384400,60.529999,8897800,94.870003,9263200,115.470001,5672800,18.559999,153100,NA,NA,22.389999,6946400,57.23,5778500,22.76,4489400,8.427631,2794000,53.27,12580400,11.92,741400,9.86,1227900,NA,NA,7.37,20415600,NA,NA,15.7,173800,533.565125,1962600,49.099998,1453000,6.745,28100,4.76,18401400,32.27,9766000,15.5,43647800,NA,NA,5.95,1602600,139.210007,1574600,45.049999,14218900,73.519997,1318500,NA,NA,39.279999,1500300,25.709999,214000,39.630001,21200,57.130001,2084200,48.740002,23995500,39.669998,5790200,31.65,423400,50.419998,2982900,61.990002,2626800,1.15,63800,48.235001,4803400,324.929993,3549500,40.639999,3416800,27.870001,1788200,83.790001,6096400,30.82,31854800,120.07,332300,223,282900,35.720001,17122500,108.830002,5407200,53.810001,12907700,37.599998,2915100,51.220001,8994700,32.5,1132500,54.432858,7921200,146.240005,736500,15.22,13700,119.860001,706200,NA,NA,67.230003,176700,61.450001,5479300,12.72,7740700,57.459999,2451000
"2014-11-19",72.5,25615400,105,777600,34.98,144000,96.699997,6831100,60.599998,9210100,95.610001,8333200,116.470001,4270300,18.299999,49100,NA,NA,22.190001,6063800,57.25,2420200,22.450001,5985800,8.046053,4673200,53.360001,12490600,11.72,793900,9.44,1254600,NA,NA,7.26,16323300,20.719999,1905,15.37,229400,535.519714,1392200,48.560001,2776900,6.365,25300,4.71,13316300,32.150002,8290100,15.44,22633500,NA,NA,5.55,3097200,140.009995,1362600,44.099998,11291100,73.809998,1023300,NA,NA,39.970001,1022000,25.66,1e+05,40.139999,63400,57.400002,1604600,48.220001,26177500,39.27,6455700,31.129999,1732300,50.169998,2743600,62.630001,3907400,1.15,115900,48.474998,4586000,326.540009,3281600,41.080002,3406000,27.450001,4514100,84.989998,12189800,31.065001,10444800,120.349998,389700,223.320007,177000,35.369999,19342900,108.760002,5217800,53.66,8664900,38.57,3141600,50.490002,15773200,32.560001,1309900,51.871429,24515400,144.740005,813100,15.02,7200,120.589996,1107300,NA,NA,66.419998,174800,61.970001,5060100,13.25,16590300,55.77,3063800
"2014-11-20",71.190002,11065700,105,387700,35.290001,103500,97.57,4958800,60.119999,10917300,95.82,8422400,117.309998,5272800,18.33,66100,NA,NA,22.190001,4205600,56.720001,4201400,22.76,5684500,8.039474,1898900,53.48,10245900,11.78,514300,9.95,1065800,NA,NA,7.43,27627200,20.74,2900,15.47,151200,533.365662,1563300,48.32,2191600,6.27,20800,4.83,16682500,32.130001,8052900,15.46,21163200,NA,NA,5.74,2138200,139.25,1518300,44.16,9431400,74.970001,1174300,NA,NA,40.139999,796600,25.639999,136400,41.150002,49000,58.34,1659100,48.700001,21510600,38.869999,5847500,31.16,2861200,50.209999,3098400,65.870003,7792600,1.1,176200,48.650002,4822400,330.540009,3436700,41.605,4725800,27.92,2702700,84.580002,7812700,31.68,12681800,119.720001,163000,221.720001,202800,35.279999,12256100,108.18,8090700,53.52,9721900,39.099998,3161200,50.189999,9856200,32.93,1267300,52.591427,15425200,145.190002,485000,15,20400,121.620003,788800,NA,NA,66.989998,152800,62.849998,5734800,13.44,12144000,57.880001,2619100
"2014-11-21",71.510002,6835200,106.949997,832200,34.84,173800,98.279999,6806800,60.450001,12340500,96.809998,12374900,118.580002,7361600,18.309999,40800,NA,NA,22.719999,9373600,57.400002,3629700,22.809999,7244900,8.065789,2258700,53.810001,14587500,11.84,727800,9.98,652400,NA,NA,7.51,16655500,20.889999,5000,15.315,268800,536.02832,2224200,48.529999,2150900,6.555,28200,4.96,15188600,32.130001,8567200,15.43,25609600,NA,NA,5.9,1841300,139.720001,1849200,43.310001,10866500,75.089996,1181400,NA,NA,41.16,992800,25.030001,349200,40.549999,77300,58.220001,2308700,47.98,42884800,38.02,10877900,31.74,1111300,50.07,4487700,66.389999,3209200,1.09,53000,48.709999,7016400,332.630005,4466600,44.650002,12594200,28.52,2713600,84.650002,6649600,31.780001,10334000,121.290001,920500,224.080002,197500,35.279999,28262600,107.860001,8417400,53.66,15142200,39.540001,11011000,50.209999,19979600,33.240002,1767500,51.468571,17878000,145.490005,522400,15.05,8600,122.849998,1043900,NA,NA,66.489998,132700,63.330002,4342300,13.25,11372200,58.09,1924200
"2014-11-24",71.57,4095500,104.550003,523800,35.380001,107700,98.400002,5043600,60.959999,8335000,95.720001,10172400,117.589996,5807600,18.34,61100,NA,NA,22.85,5370300,57.23,3398300,22.93,11164800,8.276316,1739300,54.099998,11028000,11.67,877800,10.18,1219200,NA,NA,7.5,7969300,NA,NA,15.56,192600,537.793518,1706300,48.669998,1410100,6.65,16900,4.89,18815700,32.189999,13313500,15.67,32797900,NA,NA,6.165,2278600,139.800003,1645800,43.209999,9576600,76.260002,1159600,NA,NA,41.860001,611000,25.950001,347400,40.459999,48900,58.919998,3085400,47.59,35434200,38.509998,5688100,31.68,775700,49.220001,3490600,67.199997,2191300,1.1,126400,48.974998,5081600,335.640015,2754200,44.52,5426600,28.879999,3884700,85.400002,7995500,31.754999,7992400,121.459999,661000,231.970001,236400,34.700001,36683600,106.879997,9098000,54.400002,13733900,39.189999,2257200,49.5,17759800,33.369999,2785900,50.924286,17864000,145.580002,585900,15.24,14000,122.989998,1697800,NA,NA,68.150002,146700,64.360001,5375200,13.44,8212100,58.84,1449700
