"","TGT.Close","TGT.Volume","FTR.Close","FTR.Volume","UBSI.Close","UBSI.Volume","HD.Close","HD.Volume","JPM.Close","JPM.Volume","XOM.Close","XOM.Volume","CVX.Close","CVX.Volume","NSANY.Close","NSANY.Volume","GNBT.Close","GNBT.Volume","MGM.Close","MGM.Volume","TEVA.Close","TEVA.Volume","HST.Close","HST.Volume","FCAU.Close","FCAU.Volume","WFC.Close","WFC.Volume","WWE.Close","WWE.Volume","INO.Close","INO.Volume","QSR.Close","QSR.Volume","GRPN.Close","GRPN.Volume","SCE.PB.Close","SCE.PB.Volume","FFIN.Close","FFIN.Volume","GOOG.Close","GOOG.Volume","WM.Close","WM.Volume","ONCY.Close","ONCY.Volume","S.Close","S.Volume","GM.Close","GM.Volume","F.Close","F.Volume","ASCCY.Close","ASCCY.Volume","ARWR.Close","ARWR.Volume","COST.Close","COST.Volume","AAL.Close","AAL.Volume","JWN.Close","JWN.Volume","CSSEP.Close","CSSEP.Volume","NUS.Close","NUS.Volume","AMC.Close","AMC.Volume","ADDYY.Close","ADDYY.Volume","KSS.Close","KSS.Volume","MSFT.Close","MSFT.Volume","LUV.Close","LUV.Volume","HMC.Close","HMC.Volume","PCG.Close","PCG.Volume","DLTR.Close","DLTR.Volume","KGJI.Close","KGJI.Volume","NKE.Close","NKE.Volume","AMZN.Close","AMZN.Volume","ROST.Close","ROST.Volume","TMUS.Close","TMUS.Volume","WMT.Close","WMT.Volume","TJX.Close","TJX.Volume","TM.Close","TM.Volume","PBYI.Close","PBYI.Volume","T.Close","T.Volume","JNJ.Close","JNJ.Volume","C.Close","C.Volume","EPD.Close","EPD.Volume","VZ.Close","VZ.Volume","HRB.Close","HRB.Volume","NFLX.Close","NFLX.Volume","AAP.Close","AAP.Volume","HOFT.Close","HOFT.Volume","SIG.Close","SIG.Volume","SDC.Close","SDC.Volume","RRGB.Close","RRGB.Volume","M.Close","M.Volume","JBLU.Close","JBLU.Volume","YELP.Close","YELP.Volume"
"2008-02-22",52.07,15567300,164.25,261800,28.27,252800,27.77,13601200,43.93,30452700,87.169998,23487200,85.419998,12154700,17.91,377900,NA,NA,64.400002,1979600,48.84,5703700,16.08419,7189000,NA,NA,31.440001,28788100,17.780001,544400,3.92,100,NA,NA,NA,NA,20.5,100,6.45,562800,252.951874,11073100,33.880001,2289300,18.620001,1400,8.91,38531600,NA,NA,6.25,31300300,NA,NA,21.9,20100,66.019997,4368600,13.48,1406700,36,3612900,NA,NA,16.139999,1033300,NA,NA,31.700001,22500,45.049999,3306100,27.68,125705400,12.87,5150000,30.73,275800,39.299999,2429900,8.506667,3486000,0.42,0,15.1475,13349200,72.080002,12342700,7.08,4545600,29.66,1073600,49.970001,19518900,8.1175,36826400,110.730003,923000,NA,NA,34.98,39795500,63.18,10142300,251.199997,8675300,15.36,723600,33.794388,18683000,18.389999,2125800,3.971429,5740000,33.599998,1072700,20.43,95400,26.24,101700,NA,NA,33.900002,1390000,24.620001,5669900,6.06,2753700,NA,NA
"2008-02-25",53.25,12165700,172.350006,360600,28.42,245500,28.82,20911400,44.029999,27917200,89.129997,23876300,87.18,11813500,17.959999,389100,NA,NA,66.029999,1527400,49.529999,7517100,16.446402,8869500,NA,NA,31.690001,42232900,17.799999,309700,3.96,3600,NA,NA,NA,NA,NA,NA,6.525,314800,242.311752,16808300,34.25,4048000,18.620001,2100,8.95,20761700,NA,NA,6.46,32971600,NA,NA,23.799999,14300,65.629997,5986000,13.7,1677200,36.98,8109600,NA,NA,16.26,828400,NA,NA,32.75,25700,45.830002,4611400,27.84,109974300,12.97,4419700,31.4,830800,39.240002,2904800,8.566667,6287000,0.42,0,15.3975,9977600,73.269997,7858200,7.24,5680000,29.98,994100,50.330002,25536400,8.2075,30500000,112.139999,528100,NA,NA,35.5,24248000,63.849998,9979000,247.399994,12003200,15.495,621800,34.093121,14009900,18.540001,1638400,4,6801900,34.650002,1047500,21.58,80000,27.26,32600,NA,NA,35.18,691300,24.76,7676800,6.17,3593800,NA,NA
"2008-02-26",54.889999,14776000,168.600006,538100,28.5,253100,28.83,30638500,43.720001,24989300,89.889999,21329600,88.120003,12672600,18.5,403100,NA,NA,67.339996,3325000,49.650002,6346000,16.524719,6231800,NA,NA,31.4,30393300,17.66,613200,3.96,5800,NA,NA,NA,NA,19.5,500,6.47,353200,231.228302,46749000,34.439999,3170500,18.715,6700,9.29,24668500,NA,NA,6.52,31167600,NA,NA,24.700001,19300,66.459999,6913800,13.89,1589000,38.459999,7041700,NA,NA,16.469999,710700,NA,NA,32.799999,26900,47.25,5325600,28.379999,108923500,12.95,4221700,31.940001,495100,39.810001,2355500,8.803333,6353000,0.42,0,15.6525,10002800,71.690002,9891300,7.3625,5310000,30.4,1936300,51.400002,31028600,8.3275,25894000,112.139999,513000,NA,NA,35.57,25630200,63.720001,9219200,249.5,10763900,15.625,1048600,34.36385,15658000,19.08,1695200,4.142857,16592100,35.290001,801500,21.93,74200,26.299999,87300,NA,NA,35.889999,315600,26.52,15312300,6.11,3840700,NA,NA
"2008-02-27",54.830002,10627200,168.75,317500,28.6,270700,28.91,17330300,44.41,38566000,89.389999,20323100,88.220001,9731900,18.68,557900,NA,NA,65.949997,3747800,49.580002,5418900,16.50514,5152000,NA,NA,31.74,30550200,17.59,349300,3.88,1800,NA,NA,NA,NA,19.5,500,6.485,388000,235.547119,20319600,34.07,4009400,18.809999,2600,8.95,31357400,NA,NA,6.6,39084400,NA,NA,25.4,13300,64.489998,10423700,13.8,2170700,38.57,5323400,NA,NA,16.76,407200,NA,NA,32.599998,24500,46.889999,4854300,28.26,75199500,12.75,4282300,32.099998,384100,39.360001,1193200,9.706667,14936400,0.42,0,15.595,9118800,70.870003,8930500,7.2925,7102000,30,2601800,51.43,29191300,8.2175,25655600,112.870003,749200,NA,NA,35.200001,26371400,63.040001,9569700,257.200012,8775700,15.425,849800,33.97176,14250100,19.43,1457700,4.632857,41283200,35.040001,1051500,22.139999,67100,26.6,24100,NA,NA,34.32,257000,26.549999,5495500,5.8,5018700,NA,NA
"2008-02-28",53.82,7660900,167.699997,262500,27.74,363900,27.709999,18085800,42.439999,36606500,89.379997,24999200,89.019997,8990300,18.469999,535000,NA,NA,62.150002,3470300,49.400002,3854300,15.947137,7793300,NA,NA,30.559999,27700300,17.75,235400,3.8,100,NA,NA,NA,NA,19.5,500,6.391667,458400,236.807388,13223100,33.830002,3339200,18.525,1000,8.09,126007900,NA,NA,6.62,42080700,NA,NA,26.4,12800,63.099998,5432600,13.15,1615500,38.02,4954100,NA,NA,16.889999,392000,NA,NA,31.799999,31300,45.240002,5819300,27.93,83002900,12.55,4994700,31.309999,309300,39,1096500,9.436666,8352600,0.42,0,15.51,8518000,67.849998,13167800,7.0875,6668400,31.799999,1994700,50.700001,18397000,8.155,19281600,110.57,410900,NA,NA,35.959999,39797200,62.709999,8545200,250.100006,6221600,15.59,1009000,34.709263,23748700,19.309999,1577400,4.505714,35182700,34.799999,793000,21.540001,138900,25.98,13600,NA,NA,33.57,295100,25.530001,4540600,5.68,3868600,NA,NA
"2008-02-29",52.610001,8117400,161.100006,315900,26.27,395200,26.549999,21898800,40.650002,36856600,87.010002,26540200,86.660004,12983700,18,330600,NA,NA,61.59,4517500,49.07,5529600,15.849241,6712600,NA,NA,29.23,33507400,17.700001,323500,3.68,5200,NA,NA,NA,NA,19.5,500,6.311666,578400,234.710251,18921400,32.830002,3119000,18.43,2200,7.11,90834500,NA,NA,6.53,47435500,NA,NA,24.4,15500,61.919998,5399100,12.4,1824900,37.029999,5528400,NA,NA,16.559999,269300,NA,NA,31.25,21200,44.439999,7930600,27.200001,117411400,12.26,5528400,30.6,405100,37.66,2425200,8.943334,8759600,0.42,0,15.05,11806800,64.470001,11664600,6.9625,6143200,31.9,1297500,49.59,20219400,8,20100400,108.550003,534000,NA,NA,34.830002,33770300,61.959999,12028300,237.100006,10000400,15.485,1126000,33.90641,16159800,18.65,2680000,4.511428,16774800,33.540001,919900,20.49,105400,24.34,21100,NA,NA,33.330002,244500,24.68,5734000,5.45,3544400,NA,NA
"2008-03-03",52.91,6936800,163.949997,266100,26.01,379300,27.09,19162200,39.82,31481900,87.75,23192300,87.199997,9859700,17.950001,922900,NA,NA,60.25,7979900,48.75,4706700,16.49535,10804300,NA,NA,28.870001,25951400,17.57,264700,4.16,38000,NA,NA,NA,NA,19.5,500,6.371666,938800,227.656693,15165600,33.110001,2913700,17.48,4800,6.98,71998800,NA,NA,6.18,44365300,NA,NA,23,13600,62.509998,6205000,11.99,1797200,37.23,5343500,NA,NA,17.120001,574700,NA,NA,31.6,125400,45.310001,6012700,26.99,76544300,12.23,5423800,30.16,592300,37.91,2048700,9.293333,5162600,0.42,0,15.0225,10357200,62.43,13721100,7.055,9709200,30.879999,1621700,49.889999,19752100,8.17,25012800,109.080002,803800,NA,NA,35.060001,21836700,62.23,8841200,230.899994,10214300,15.455,1037000,33.878407,16623200,18.33,1568400,4.42,12994800,34.09,854800,20.4,102100,23.639999,42300,NA,NA,33.810001,335400,24.73,3804200,5.22,3587900,NA,NA
"2008-03-04",53.060001,8117700,164.399994,349400,25.280001,474100,26.870001,15672300,39.189999,56449300,86.690002,30372200,86.730003,13698300,17.290001,744600,NA,NA,59.849998,4472700,49.02,6293200,16.28977,8328800,NA,NA,28.83,30441700,17.860001,266000,3.92,54000,NA,NA,NA,NA,19.5,500,6.506667,1692000,221.469879,27345400,33.029999,3279400,17.195,3600,6.88,49979800,NA,NA,6.13,38992800,NA,NA,22.200001,15700,62.389999,6800800,12.61,2111500,38.029999,4203300,NA,NA,17.41,532400,NA,NA,31.75,19900,44.98,5096900,27.59,86925600,12.64,7112400,29.65,1078700,38.540001,2523900,9.286667,4986200,0.42,0,15.1075,16664000,65.339996,16703600,7.1925,9132000,31.200001,1477500,49.869999,24989100,8.31,37957600,105.260002,902100,NA,NA,34.869999,22220300,62.639999,14347700,221,18768100,15.41,1575200,33.318275,19710000,17.82,4915600,4.502857,8935500,33.529999,1143500,20.389999,88900,23.52,50900,NA,NA,34.02,359300,25.200001,7235300,5.29,5097200,NA,NA
"2008-03-05",52.799999,12406000,166.949997,410400,25.379999,408700,26.76,18340500,38.740002,36325600,87.190002,30835400,88.790001,16220500,17.85,776900,NA,NA,62.52,3385400,49.490002,4392900,16.446402,6210100,NA,NA,28.98,32727100,17.77,328100,4.52,32800,NA,NA,NA,NA,20,200,6.381667,682000,223.014084,14928800,33.849998,4160700,17.575001,7000,7,79533300,NA,NA,6.12,37409900,NA,NA,22,10000,60.830002,13979800,12.76,2969400,37.34,5563600,NA,NA,17.26,285400,NA,NA,31.4,24400,44.68,4058200,28.120001,106489800,12.99,9130300,29.83,589100,37.98,2933500,9.473333,4670400,0.42,0,15.2025,11769200,64.989998,11126400,7.2525,9188400,33.299999,1548700,49.549999,22994800,8.265,22951200,105.599998,556700,NA,NA,35.450001,21726400,63.130001,13654600,221.5,11233400,15.565,893200,33.561001,14204100,17.24,4878800,4.585714,12135900,34.099998,1086300,20.42,55200,23.540001,96000,NA,NA,35.900002,661500,25.280001,5441700,5.29,7691500,NA,NA
"2008-03-06",52.27,10296500,161.25,344200,24.530001,193100,25.76,14345600,37.369999,44356900,84.510002,28977000,87.800003,14296500,17.549999,554600,NA,NA,61.360001,3021700,47.75,5286500,15.888399,7360400,NA,NA,27.83,33668800,17.33,169800,5.48,61200,NA,NA,NA,NA,19.999901,200,6.236667,408000,215.542099,14996100,32.630001,4212600,17.1,2700,6.8,49744100,NA,NA,5.94,34544500,NA,NA,21.4,12300,60.040001,6139700,11.56,2435500,35,9208600,NA,NA,16.9,277200,NA,NA,30.9,57200,42.630001,5391600,27.57,91127700,12.5,6690400,29.41,522200,37.299999,2496100,9.016666,4172400,0.42,0,14.895,18622000,62.740002,8343300,7.1975,15428400,32.419998,917400,49.98,27516400,7.865,23295200,104.410004,660100,NA,NA,35.02,21053100,62.630001,12137700,211.699997,8697200,15.515,940800,32.935524,16115000,17.83,5428000,4.374286,9050300,32.889999,730500,19.629999,110100,23,13100,NA,NA,34,615400,23.559999,5786200,5.15,5728200,NA,NA
"2008-03-07",52,10491300,159.600006,295100,25.120001,322100,25.879999,15410100,37.560001,43258700,82.489998,30749200,85.260002,15910600,17.219999,379600,NA,NA,59.529999,3808900,47.75,5509800,16.045033,9276500,NA,NA,28.110001,48327100,17.6,564200,5.8,44600,NA,NA,NA,NA,19.999901,200,6.233333,441600,215.865875,16204000,32.529999,4597100,17.385,1600,7.01,54175900,NA,NA,5.78,43806100,NA,NA,20.6,19400,60.299999,5712600,10.99,2649000,32.75,10034800,NA,NA,17,290200,NA,NA,30.75,19300,42.830002,5386600,27.870001,77597600,12.19,6139200,28.77,535600,37.849998,4601300,8.886666,5020200,0.42,0,14.56,17196800,64.089996,10438100,6.935,10763600,32.400002,794700,49.900002,24346300,7.8125,22973600,103.370003,692700,NA,NA,35.009998,25139000,61.509998,14935800,209.100006,10073700,15.285,962200,32.748814,16833100,17.700001,3715400,4.465714,10600800,32.830002,690400,19.6,103300,22.200001,36100,NA,NA,33.34,540900,23.41,6886200,5.01,3886100,NA,NA
"2008-03-10",51.23,8937600,155.399994,301400,25.02,331000,25,17188800,36.48,41281300,82.459999,32432800,84.730003,11854100,16.790001,417000,NA,NA,59,1879700,46.59,4091300,15.819873,6893200,NA,NA,27.889999,33698100,17.48,272900,5.16,32800,NA,NA,NA,NA,19.999901,200,6.268333,468400,206.03772,16035000,32.580002,4282500,16.625,4000,6.72,39970000,NA,NA,5.6,48615900,NA,NA,19,24000,60.25,4895700,10.29,2273600,32.810001,6717600,NA,NA,17.139999,311500,NA,NA,31.049999,22100,42.25,4831800,28.049999,72175100,12.07,6663200,28.780001,494900,37.41,3762700,8.683333,4443600,0.42,0,14.2425,16182400,63.470001,9321000,6.815,8417600,31.4,742100,48.849998,24325300,7.78,18735600,100.800003,663200,NA,NA,34.650002,22468900,61.330002,14229400,196.899994,11678500,14.83,1128200,32.085995,17866300,17.530001,2385600,4.744286,14315000,32.77,762200,19.969999,71400,22.16,15700,NA,NA,32.380001,428800,23.26,4883100,4.71,4577900,NA,NA
"2008-03-11",51.580002,19362300,160.199997,368700,27.030001,513000,26.200001,22119800,38.84,58401200,86.68,34835400,88.160004,13477100,17.58,655300,NA,NA,61.07,2885300,47.310001,6284700,16.730299,11651900,NA,NA,30.82,51189600,18.16,894700,4.04,36900,NA,NA,NA,NA,16.85,1300,6.766667,1081200,219.09877,17719900,33.470001,3674700,17.004999,1900,6.17,106883300,NA,NA,5.9,75303100,NA,NA,23.5,21100,62.619999,5926300,9.98,4335600,34.060001,6899000,NA,NA,17.76,413400,NA,NA,31.200001,45100,43.439999,4304800,29.280001,98740700,12.4,5703600,30.200001,555000,38.470001,3226200,8.873333,4483200,0.42,0,14.48,14697200,67.150002,9742900,7.1475,13610400,32.700001,941200,50.25,28354700,8.16,30031600,106.07,710900,NA,NA,36.09,31295500,62.439999,13635600,214.899994,13736600,15.055,1197800,32.870174,18116400,17.84,4073600,4.725714,17990000,33.580002,1473900,20.450001,93400,23.08,34900,NA,NA,32.490002,548700,24.110001,6800900,5,6188400,NA,NA
"2008-03-12",51.09,11259100,156.449997,269900,25.57,342900,26.129999,20008900,38.610001,44572400,85.970001,26617900,86.730003,10956900,17.34,412100,NA,NA,63.5,2401600,46.880001,4286800,16.328928,6784300,NA,NA,29.540001,39549000,18.6,1121000,4.04,21100,NA,NA,NA,NA,18.370001,100,6.608333,905200,219.268127,13353600,33.700001,3769900,17.385,4000,6.22,58794000,NA,NA,5.7,60198600,NA,NA,24.6,31100,62.599998,6355100,9.02,5762600,33.669998,4807800,NA,NA,17.790001,427800,NA,NA,31.950001,28700,42.279999,4356100,28.629999,75993800,11.49,14764600,29.73,452000,37.52,2061600,8.97,5659400,0.42,0,14.94,18241200,66.510002,7748800,7.1075,10202400,32.060001,898200,50.290001,26273700,8.13,35142000,105.019997,386000,NA,NA,35.32,25211700,62.549999,13132300,212.100006,12005700,15.18,977800,32.28204,23024300,17.6,2268600,4.862857,15894200,33.540001,958900,20.610001,71700,23.02,54100,NA,NA,32.439999,568600,23.200001,5202700,4.76,5549300,NA,NA
"2008-03-13",50.560001,17445600,156.600006,279600,26.309999,296700,26.48,20243000,38.110001,45537900,87.050003,29347400,87.040001,10964800,17.43,540400,NA,NA,63.849998,2769800,46.32,6382900,16.397455,7949700,NA,NA,29.48,51569200,18.58,610900,4.24,12200,NA,NA,NA,NA,18.950001,100,6.711667,280800,220.677841,15511000,33.439999,4541700,18.620001,3500,5.99,37083800,NA,NA,5.39,125528200,NA,NA,25.5,19700,62.169998,7257300,8.76,4647800,33.490002,5876400,NA,NA,18.23,381900,NA,NA,31.5,16700,41.57,7561900,28.620001,84552200,11.7,9921600,29.469999,590200,37.330002,2575000,9.173333,6947000,0.42,0,15.2575,19245600,68.32,10707500,7.225,8023200,31.540001,1130400,50.599998,29852900,8.0975,44156000,105,700400,NA,NA,35.5,24893500,62.810001,15810500,210.699997,13799000,15.195,1283400,32.366058,16552400,17.700001,3309300,4.887143,10045000,34.029999,945100,22.24,90900,22.5,18900,NA,NA,33.490002,550800,23.26,7200900,4.79,5331600,NA,NA
"2008-03-14",49.830002,11598800,152.399994,278800,25.549999,468800,25.75,21473500,36.540001,77776000,85.910004,35741200,85.339996,15842000,16.719999,751200,NA,NA,62.34,2349500,45.509998,6794100,15.956926,8604600,NA,NA,28.450001,51388600,18.16,452600,3.84,17200,NA,NA,NA,NA,NA,NA,6.498333,484800,218.142349,13198000,32.48,6238400,18.145,3100,6.02,37295200,NA,NA,5.29,80501600,NA,NA,23.299999,20400,60.860001,6801500,8.29,4406200,33.02,4452200,NA,NA,18.35,678600,NA,NA,31.01,32200,41.360001,5073000,27.959999,105214900,11.64,8657600,27.92,1243500,37.139999,3494600,8.91,5625600,0.42,200,14.99,18881600,68.220001,12420700,7.0375,12094000,30.4,1056700,49.82,27481400,8.065,30270800,100.279999,1261300,NA,NA,35.029999,26286100,62.650002,20835000,197.800003,16764200,15,952400,31.572546,19586300,17.469999,2988900,4.751429,7955500,33.830002,889300,22.559999,114400,22.299999,55700,NA,NA,32.900002,384400,22.530001,7386600,4.67,5206500,NA,NA
"2008-03-17",48.5,13144900,154.949997,282000,25.52,434100,25.700001,21915500,40.310001,125296300,85.790001,39028700,84.190002,15926800,16.42,807200,NA,NA,58.389999,2477800,45.029999,7190600,15.447871,10928700,NA,NA,28.780001,54665200,18.299999,350600,4.16,17900,NA,NA,NA,NA,NA,NA,6.581666,554400,209.151047,15835400,33.060001,5029600,17.955,2500,5.66,34427000,NA,NA,5.11,69811300,NA,NA,23.1,24600,60.360001,5413000,7.45,5400200,32.41,5840100,NA,NA,19.549999,881600,NA,NA,30.65,28800,39.970001,7598400,28.299999,84490100,11.57,9118100,27.629999,779800,37.080002,3399400,8.606667,4466000,0.42,0,14.815,18276800,66.529999,9709100,6.865,9536400,29,1476800,49.950001,22126100,7.9725,35093600,99.199997,954200,NA,NA,35.790001,37720500,64.040001,21927300,186.199997,18154600,14.62,1583400,32.310047,16699300,18.360001,7577400,4.712857,9300900,32.490002,1589200,22.540001,127700,20.200001,51900,NA,NA,33.040001,281500,21.540001,8704100,4.69,5234100,NA,NA
"2008-03-18",50.990002,13300500,163.050003,333000,26.83,350500,27.190001,21428500,42.709999,76994300,88.470001,33333800,86.120003,13429600,16.709999,699700,NA,NA,60.23,1905900,46.580002,5750400,15.966716,8782300,NA,NA,31.540001,55149600,18.719999,386400,4.16,28700,NA,NA,NA,NA,18.65,500,6.81,870000,218.76004,14528500,34.099998,5730800,18.905001,2700,5.92,49277400,NA,NA,5.29,76802800,NA,NA,25.5,22100,61.669998,5704600,7.98,4755800,33.599998,4812300,NA,NA,19.67,788400,NA,NA,30.700001,31000,42.529999,6074900,29.42,83695300,12.16,7870100,27.68,870800,37.5,2139800,9.043333,6603200,0.42,0,15.4175,13800800,71.699997,9550700,7.0725,9151200,30.280001,912800,50.98,26380000,8.2575,32804800,102.599998,675600,NA,NA,37.07,34746300,65.309998,15062200,207.100006,15244300,14.74,1324200,32.944859,19273400,19.76,7566100,5,12412400,32.709999,1407000,23.76,155100,21.280001,34000,NA,NA,34.110001,349000,22.66,5484300,5,4044800,NA,NA
"2008-03-19",50.139999,12967800,156.899994,376900,26.51,359100,26.84,23266600,42.470001,70593300,84.43,35073600,81.889999,14797100,16.559999,331600,NA,NA,58.470001,1569400,46.099998,5043800,15.349976,9683200,NA,NA,30.58,46917900,18.780001,390600,4.2,13400,NA,NA,NA,NA,NA,NA,6.718333,800400,215.193405,12404200,33.060001,3941000,17.195,5000,5.63,32621400,NA,NA,5.45,71480800,NA,NA,24.5,20000,60.880001,5412400,8.43,4468800,33.509998,5189400,NA,NA,18.870001,542100,NA,NA,29.75,18900,42.799999,6782000,28.620001,61442100,11.76,8805300,27.33,498700,36.639999,2342800,8.923333,6322800,0.42,0,15.4575,20753600,70.169998,11041900,6.9675,9042400,30,657400,50.779999,25829900,8.0825,22332400,100.839996,785000,NA,NA,36.049999,31578500,64.879997,15845800,204.100006,13711600,14.12,1826800,32.79549,20761800,20.32,5335700,4.981429,13099800,32.880001,1076000,22.68,151500,21.34,57200,NA,NA,34.630001,581100,23.23,8340800,5,5431600,NA,NA
